UID,PID,PTM,PEN,DESC,CAT,PEY,ACT
1,518057,NYG,JH-5450,Clipping,7,13,A
2,518062,NYG,VC-0300,False Start,1,5,A
3,518069,DAL,TS-2700,False Start,1,5,A
4,518072,DAL,JW-6000,False Start,1,5,A
5,518088,DAL,TR-0800,Delay of Game,3,5,A
6,518089,DAL,TS-2700,Horse Collar,7,1,A
7,518098,DAL,DF-1800,False Start,1,5,A
8,518106,DAL,TS-2700,False Start,1,5,A
9,518133,NYG,VC-0300,Illegal Block Above the Waist,7,10,A
10,518153,DAL,JH-2800,Roughing the Passer,6,15,A
11,518159,DAL,TR-0800,Delay of Game,3,5,A
12,518164,NYG,LJ-1700,Defensive Offside,4,5,A
13,518165,DAL,TS-2700,False Start,1,5,A
14,518167,DAL,DB-5300,Illegal Motion,3,5,A
15,518169,DAL,MB-2200,Illegal Use of Hands,2,10,A
16,518170,DAL,DF-1800,Offensive Holding,2,10,A
17,518180,DAL,DW-1100,Defensive Offside,4,0,D
18,518185,DAL,BC-1200,Defensive Pass Interference,5,0,D
19,518190,DAL,JW-6000,Offensive Holding,2,10,A
20,518197,CHI,GC-0300,False Start,1,2,A
21,518215,IND,JK-1300,Defensive Pass Interference,5,19,A
22,518218,IND,CV-0200,Defensive Pass Interference,5,0,A
23,518236,CHI,SM-1050,Neutral Zone,4,5,A
24,518246,CHI,CS-3100,Offensive Holding,2,10,A
25,518259,CHI,DH-2700,Offensive Pass Interference,2,10,A
26,518265,CHI,TJ-1000,Defensive Pass Interference,5,6,A
27,518275,IND,TZ-0100,Defensive Holding,5,0,D
28,518278,IND,JK-1300,Defensive Pass Interference,5,0,D
29,518279,IND,VD-0200,Defensive Pass Interference,5,0,A
30,518308,CHI,NR-0300,Illegal Contact,5,5,A
31,518358,CHI,KD-0400,Offensive Holding,2,10,A
32,518374,PHI,JM-0200,Offensive Pass Interference,2,10,A
33,518388,CLE,BW-2650,Neutral Zone,4,5,A
34,518390,PHI,EM-0400,Offensive Holding,2,10,A
35,518393,CLE,JH-0100,Defensive Pass Interference,5,0,D
36,518395,PHI,KD-1600,Offensive Holding,2,10,A
37,518399,PHI,JB-0100,Neutral Zone,4,5,A
38,518401,CLE,BS-2300,Interference with Opportunity to Catch,6,15,A
39,518426,PHI,JK-0500,Offensive Holding,2,10,A
40,518437,PHI,FC-0400,Encroachment,4,5,A
41,518445,PHI,JM-0200,Offensive Holding,2,10,A
42,518472,PHI,BR-1200,Illegal Block Above the Waist,7,10,A
43,518475,PHI,DW-1600,Offensive Holding,2,0,D
44,518477,PHI,PH-0800,Unnecessary Roughness,6,15,A
45,518487,PHI,XX-0000,Roughing the Passer,6,15,A
46,518504,PHI,XX-0000,Offensive Holding,2,0,D
47,518507,PHI,XX-0000,Defensive Holding,5,5,A
48,518513,PHI,EM-0400,False Start,1,5,A
49,518539,CLE,AR-2000,Roughing the Passer,6,15,A
50,518539,CLE,BS-2300,Defensive Holding,5,0,D
51,518587,ATL,MR-2500,False Start,1,5,A
52,518682,KC,SD-0800,Unnecessary Roughness,6,0,O
53,518682,ATL,CH-3800,Unnecessary Roughness,6,0,O
54,518689,KC,SD-0800,Face Mask,6,15,A
55,518692,ATL,XX-0000,Offensive Holding,2,7,A
56,518698,KC,XX-0000,Illegal Block Above the Waist,7,10,A
57,518720,BUF,SC-0400,False Start,1,5,A
58,518730,BUF,AW-1200,Defensive Pass Interference,5,5,A
59,518751,BUF,AL-0700,False Start,1,5,A
60,518754,BUF,BM-3600,Delay of Game,3,5,A
61,518789,NYJ,MS-0100,Delay of Game,3,5,A
62,518800,BUF,CG-1250,Offensive Holding,2,10,A
63,518819,BUF,CH-0200,False Start,1,4,A
64,518830,NYJ,NM-0200,Offensive Holding,2,10,A
65,518837,BUF,AL-0700,Offensive Holding,2,0,O
66,518837,NYJ,LL-0200,Personal Foul,6,0,O
67,518844,NYJ,QC-0350,Roughing the Passer,6,9,A
68,518850,NYJ,BM-3500,False Start,1,5,A
69,518866,NYJ,TT-0700,Delay of Game,3,5,A
70,518882,STL,KL-0200,Neutral Zone,4,5,A
71,518890,STL,RT-2000,Offensive Holding,2,10,A
72,518897,STL,BG-0600,Unnecessary Roughness,6,15,A
73,518920,STL,CD-0200,Horse Collar,7,15,A
74,518935,DET,TY-0300,Unnecessary Roughness,6,15,A
75,518948,STL,RS-0100,False Start,1,5,A
76,518954,STL,CL-1400,Neutral Zone,4,5,A
77,518959,STL,RW-0950,Offensive Holding,2,10,A
78,518966,DET,DH-3500,Illegal Formation,3,5,A
79,518985,DET,JG-3450,Offensive Holding,2,7,A
80,519054,WAS,DG-1400,Personal Foul,6,15,A
81,519057,WAS,KR-0950,Offensive Holding,2,10,A
82,519063,NO,ZS-0200,False Start,1,5,A
83,519064,NO,LM-1500,False Start,1,5,A
84,519078,NO,PR-0400,Defensive Offside,4,5,A
85,519083,NO,ZS-0200,False Start,1,5,A
86,519088,WAS,RH-1600,Illegal Block Above the Waist,7,10,A
87,519109,NO,MW-3300,Offside on Free Kick,3,5,A
88,519116,WAS,FD-0200,Offensive Holding,2,10,A
89,519119,NO,RH-0700,Defensive Pass Interference,5,32,A
90,519123,NO,DT-0800,Offensive Holding,2,10,A
91,519131,WAS,KL-1000,Offensive Holding,2,10,A
92,519137,NO,RB-4800,Offensive Holding,2,10,A
93,519138,WAS,MW-2000,Defensive Pass Interference,5,15,A
94,519143,NO,JC-3700,Offensive Holding,2,10,A
95,519145,WAS,JJ-1600,Illegal Use of Hands,5,5,A
96,519149,WAS,DG-1400,Defensive Pass Interference,5,17,A
97,519158,NO,XX-0000,12 On-field,3,5,A
98,519161,WAS,TW-2800,False Start,1,5,A
99,519163,WAS,KL-1000,Offensive Holding,2,10,A
100,519167,NO,CJ-2400,Defensive Offside,4,5,A
101,519172,NO,JE-1000,Offensive Holding,2,10,A
102,519179,WAS,RJ-0400,Ineligible Downfield Kick,3,5,A
103,519179,WAS,RC-2550,Illegal Touch Kick,3,0,D
104,519202,WAS,MW-2000,Unnecessary Roughness,6,15,A
105,519221,MIA,JF-3150,Offensive Holding,2,10,A
106,519257,MIA,JL-2500,Offensive Holding,2,10,A
107,519276,MIA,MP-2000,Unnecessary Roughness,6,7,A
108,519277,HOU,OD-0100,False Start,1,5,A
109,519285,MIA,AF-0200,False Start,1,5,A
110,519300,MIA,RM-0800,Defensive Pass Interference,5,26,A
111,519334,HOU,JN-0100,Offensive Holding,2,10,A
112,519349,MIA,RI-0100,Offensive Holding,2,10,A
113,519352,HOU,KJ-0100,Face Mask,6,15,A
114,519354,HOU,CB-0800,Defensive Offside,4,5,A
115,519364,MIA,RI-0100,Offensive Holding,2,10,A
116,519386,NE,RD-1700,Defensive Pass Interference,5,9,A
117,519429,TEN,AA-0200,Offensive Holding,2,10,A
118,519436,TEN,TC-0200,Interference with Opportunity to Catch,6,15,A
119,519486,TEN,SH-1500,Offensive Holding,2,5,A
120,519502,NE,CJ-2050,Defensive Offside,4,5,A
121,519506,NE,BS-3200,Defensive Holding,5,0,D
122,519508,NE,JM-1900,Defensive Pass Interference,5,6,A
123,519548,MIN,JA-0900,Defensive Offside,4,5,A
124,519553,MIN,KW-1400,Defensive Offside,4,5,A
125,519560,JAC,JB-3650,False Start,1,5,A
126,519576,JAC,XX-0000,Illegal Substitution,3,5,A
127,519581,JAC,GW-0700,Offensive Holding,2,10,A
128,519586,MIN,JB-5700,Defensive Holding,5,5,A
129,519618,JAC,GW-0700,False Start,1,5,A
130,519657,MIN,LG-0900,Unnecessary Roughness,6,22,A
131,519673,MIN,CJ-1500,Offensive Holding,2,10,A
132,519685,MIN,MJ-0800,Illegal Crackback,7,0,D
133,519738,CAR,CM-3400,Fair Catch Interference,6,15,A
134,519756,CAR,CG-0200,Defensive Pass Interference,5,8,A
135,519758,CAR,JN-1750,Defensive Pass Interference,5,22,A
136,519773,CAR,AS-0940,False Start,1,5,A
137,519778,CAR,GH-0200,False Start,1,5,A
138,519786,TB,TL-0400,False Start,1,5,A
139,519798,TB,TL-0400,Offensive Holding,2,10,A
140,519813,CAR,AS-0940,Offensive Holding,2,10,A
141,519819,TB,MB-1900,Roughing the Passer,6,15,A
142,519824,TB,LS-1900,False Start,1,5,A
143,519861,ARI,PP-0400,Defensive Pass Interference,5,28,A
144,519878,SEA,RS-1000,Defensive Pass Interference,5,12,A
145,519891,ARI,AW-1500,Neutral Zone,4,5,A
146,519892,ARI,SA-0100,Personal Foul,6,0,D
147,519892,SEA,CM-1600,Personal Foul,6,0,D
148,519894,ARI,RW-0300,Roughing the Passer,6,15,A
149,519896,SEA,ML-2500,Offensive Holding,2,10,A
150,519898,SEA,RW-3850,Delay of Game,3,5,A
151,519908,SEA,KC-0900,Face Mask,6,2,A
152,519922,SEA,JL-0230,Offensive Holding,2,10,A
153,519926,ARI,MF-0950,False Start,1,5,A
154,519928,ARI,JS-3700,Delay of Game,3,5,A
155,519933,ARI,RW-0300,Defensive Offside,4,5,A
156,519934,SEA,RO-0400,False Start,1,5,A
157,519940,SEA,BB-3400,Defensive Holding,5,5,A
158,519947,SEA,MT-1900,Defensive Offside,4,5,A
159,519961,SEA,RW-3850,Delay of Game,3,5,A
160,519967,ARI,LS-0500,Offensive Holding,2,0,D
161,519978,SEA,RO-0400,False Start,1,5,A
162,519983,SEA,KW-2500,Personal Foul,6,0,O
163,519983,ARI,WG-0500,Defensive Holding,5,0,O
164,519986,ARI,DB-1100,Offensive Holding,2,8,A
165,519991,SEA,RW-3850,Intentional Grounding,3,12,A
166,519992,SEA,RO-0400,False Start,1,5,A
167,520002,ARI,DC-3000,Offensive Holding,2,10,A
168,520003,SEA,RS-1000,Defensive Pass Interference,5,9,A
169,520023,ARI,PP-0400,Defensive Pass Interference,5,14,A
170,520026,ARI,WG-0500,Defensive Pass Interference,5,7,A
171,520036,SF,CS-3500,Illegal Block Above the Waist,7,10,A
172,520039,SF,AS-1500,Unsportsmanlike Conduct,6,15,A
173,520045,GB,MN-0400,False Start,1,5,A
174,520047,GB,SS-1300,False Start,1,5,A
175,520070,GB,JB-8100,Defensive Pass Interference,5,7,A
176,520072,GB,CM-0900,Roughing the Passer,6,15,A
177,520085,SF,AS-1500,Defensive Offside,4,5,A
178,520086,GB,TL-0300,Illegal Use of Hands,2,10,A
179,520089,GB,JJ-4200,Offensive Pass Interference,2,10,A
180,520093,GB,AR-1300,Delay of Game,3,5,A
181,520094,SF,DG-1300,Defensive Pass Interference,5,15,A
182,520102,GB,CW-3700,Defensive Holding,5,5,A
183,520110,GB,BB-3700,False Start,1,5,A
184,520131,SF,WT-0400,False Start,1,5,A
185,520159,SF,JS-5700,Offensive Holding,2,7,A
186,520173,SF,CR-1300,Defensive Pass Interference,5,4,A
187,520175,GB,BB-3700,Offensive Holding,2,10,A
188,520193,SF,AB-3100,Neutral Zone,4,5,A
189,520208,DEN,XX-0000,Illegal Formation,3,0,D
190,520212,PIT,HM-0200,Offensive Holding,2,8,A
191,520229,DEN,XX-0000,Illegal Formation,3,0,D
192,520234,PIT,MW-0500,Offensive Holding,2,10,A
193,520236,DEN,VM-0300,Defensive Offside,4,5,A
194,520240,DEN,KV-0400,Encroachment,4,5,A
195,520264,PIT,XX-0000,Illegal Formation,3,0,D
196,520266,PIT,MA-0250,Illegal Formation,3,5,A
197,520270,PIT,MS-4400,False Start,1,5,A
198,520282,PIT,WC-0200,False Start,1,5,A
199,520287,DEN,KV-0400,Neutral Zone,4,5,A
200,520291,PIT,WC-0200,False Start,1,5,A
201,520293,PIT,AB-3500,False Start,1,5,A
202,520307,DEN,RM-4600,Unnecessary Roughness,6,15,A
203,520311,DEN,ED-1000,Face Mask,6,14,A
204,520345,DEN,XX-0000,Delay of Game,3,5,A
205,520346,PIT,KL-0600,Defensive Pass Interference,5,9,A
206,520389,BAL,XX-0000,Illegal Substitution,3,5,A
207,520394,BAL,PM-0500,Defensive Offside,4,5,A
208,520419,CIN,TM-1000,Personal Foul,6,15,A
209,520421,BAL,TS-2300,Illegal Block Above the Waist,7,10,A
210,520440,BAL,SC-1300,Offensive Holding,2,10,A
211,520456,BAL,TS-2300,False Start,1,5,A
212,520459,CIN,LH-0300,Defensive Pass Interference,5,6,A
213,520491,CIN,NC-0200,Defensive Pass Interference,5,20,A
214,520497,BAL,LW-0700,Personal Foul,6,15,A
215,520537,SD,MI-0150,Defensive Offside,4,5,A
216,520560,OAK,KC-1300,Unnecessary Roughness,6,10,A
217,520568,SD,DS-5100,Illegal Block Above the Waist,7,10,A
218,520571,OAK,TK-0200,Encroachment,4,5,A
219,520572,OAK,TB-2400,Defensive Holding,5,5,A
220,520575,OAK,TK-0200,Defensive Offside,4,5,A
221,520599,OAK,CP-0500,Delay of Game,3,5,A
222,520610,SD,QJ-0100,Defensive Pass Interference,5,17,A
223,520612,SD,VM-0200,Neutral Zone,4,5,A
224,520616,OAK,XX-0000,Illegal Substitution,3,5,A
225,520631,SD,RM-3100,False Start,1,5,A
226,520662,SD,NH-0200,Illegal Block Above the Waist,7,10,A
227,520673,SD,AC-1000,Defensive Pass Interference,5,8,A
228,520678,SD,MI-0150,Roughing the Passer,6,13,A
229,520686,SD,PR-0300,Delay of Game,3,5,A
230,520700,GB,TL-0300,Offensive Holding,2,10,A
231,520707,CHI,JC-6200,Delay of Game,3,5,A
232,520716,GB,DS-2400,Defensive Pass Interference,5,24,A
233,520727,CHI,NR-0300,12 On-field,3,5,A
234,520738,CHI,GC-0300,Unnecessary Roughness,6,15,A
235,520756,CHI,JW-1400,False Start,1,5,A
236,520764,CHI,MW-3600,Illegal Contact,5,5,A
237,520792,CHI,KD-0400,False Start,1,5,A
238,520813,GB,DM-4030,Unnecessary Roughness,6,15,A
239,520818,CHI,GC-0300,Offensive Holding,2,10,A
240,520821,CHI,EW-0500,Face Mask,6,15,A
241,520838,GB,XX-0000,12 On-field,3,5,A
242,520859,CLE,SL-0300,Offensive Holding,2,10,A
243,520864,CIN,DS-2200,Offensive Holding,2,9,A
244,520865,CIN,JG-3700,False Start,1,5,A
245,520868,CLE,DJ-0500,Unnecessary Roughness,6,15,A
246,520880,CLE,BW-0700,False Start,1,5,A
247,520899,CIN,LH-0300,Personal Foul,6,15,A
248,520900,CLE,JT-1600,False Start,1,5,A
249,520908,CLE,TW-0600,Neutral Zone,4,5,A
250,520909,CLE,BS-2300,Defensive Pass Interference,5,31,A
251,520910,CIN,AS-2000,False Start,1,5,A
252,520919,CIN,JG-3700,Offensive Holding,2,10,A
253,520929,CLE,JT-1600,Offensive Holding,2,10,A
254,520946,CIN,AB-1700,Offensive Holding,2,10,A
255,520949,CLE,TG-0950,Illegal Block Above the Waist,7,7,A
256,520954,CLE,AM-0100,Offensive Holding,2,10,A
257,520966,CIN,MJ-1800,Defensive Offside,4,0,D
258,520970,CLE,DP-0600,Defensive Offside,4,0,D
259,520991,CLE,JH-5950,Defensive Offside,4,5,A
260,521020,KC,MC-0700,Delay of Game,3,5,A
261,521029,BUF,DS-1400,Offensive Holding,2,10,A
262,521036,BUF,AL-0700,Offensive Holding,2,10,A
263,521047,KC,EJ-1000,Face Mask,6,0,O
264,521047,BUF,CM-2000,Illegal Block Above the Waist,7,0,O
265,521079,KC,EW-1500,False Start,1,5,A
266,521082,KC,PH-0500,Chop Block,7,15,A
267,521084,BUF,DS-1400,Unnecessary Roughness,6,15,A
268,521085,BUF,SG-0650,Defensive Holding,5,5,A
269,521106,BUF,XX-0000,12 On-field,3,0,D
270,521113,BUF,LS-1400,Offensive Holding,2,10,A
271,521121,KC,MC-0700,Intentional Grounding,3,8,A
272,521122,KC,EW-1500,Offensive Holding,2,0,D
273,521187,MIN,CJ-1500,Offensive Holding,2,10,A
274,521188,MIN,PL-0300,Illegal Formation,3,5,A
275,521196,MIN,CB-0400,Encroachment,4,5,A
276,521201,IND,DA-0850,Personal Foul,6,15,A
277,521230,MIN,FE-0100,Defensive Offside,4,5,A
278,521254,IND,MH-1450,Offside on Free Kick,3,5,A
279,521261,IND,AC-1200,Offensive Holding,2,0,D
280,521262,MIN,AS-0600,Roughing the Kicker,6,15,A
281,521263,IND,TE-0400,False Start,1,5,A
282,521266,MIN,JA-0900,Personal Foul,6,15,A
283,521270,IND,SO-0400,Offensive Holding,2,10,A
284,521284,MIN,CB-0400,Illegal Block Above the Waist,7,10,A
285,521285,MIN,MK-0150,Unnecessary Roughness,6,15,A
286,521289,MIN,PL-0300,Offensive Holding,2,10,A
287,521297,MIN,PH-0400,Offensive Pass Interference,2,10,A
288,521302,IND,DA-0850,False Start,1,5,A
289,521304,IND,TE-0400,Offensive Holding,2,6,A
290,521334,IND,JK-1300,Defensive Holding,5,5,A
291,521341,MIN,EG-0900,Defensive Offside,4,5,A
292,521360,PHI,KD-1600,Offensive Holding,2,10,A
293,521365,BAL,ER-0100,Roughing the Passer,6,2,A
294,521375,BAL,MY-0100,Personal Foul,6,0,O
295,521375,PHI,CJ-0900,Personal Foul,6,0,O
296,521389,BAL,CW-2300,Personal Foul,6,0,O
297,521389,PHI,DJ-0200,Personal Foul,6,0,O
298,521392,PHI,EM-0400,False Start,1,5,A
299,521433,BAL,RR-0400,Unnecessary Roughness,6,15,A
300,521471,PHI,DB-1400,Offensive Holding,2,8,A
301,521476,PHI,DR-2800,Illegal Contact,5,5,A
302,521479,BAL,MB-2400,Offensive Holding,2,10,A
303,521480,PHI,NA-0200,Illegal Contact,5,15,A
304,521480,PHI,JB-0100,Personal Foul,6,0,D
305,521483,BAL,JF-1900,Delay of Game,3,5,A
306,521490,PHI,EM-0400,Offensive Holding,2,10,A
307,521502,BAL,JJ-3900,Offensive Pass Interference,2,10,A
308,521512,BAL,AJ-1500,Roughing the Passer,6,3,A
309,521521,PHI,NA-0200,Illegal Contact,5,5,A
310,521551,TB,MF-1400,Personal Foul,6,2,A
311,521554,NYG,WB-0400,False Start,1,5,A
312,521584,NYG,AB-3400,Horse Collar,7,13,A
313,521590,NYG,DB-0100,Offensive Holding,2,10,A
314,521591,TB,EW-1700,Defensive Holding,5,5,A
315,521598,TB,MB-1900,Defensive Offside,4,0,D
316,521604,NYG,AT-1050,Offensive Holding,2,0,D
317,521604,NYG,JW-3600,Illegal Block Above the Waist,7,10,A
318,521607,NYG,WB-0400,False Start,1,5,A
319,521626,TB,DD-2300,False Start,1,5,A
320,521637,TB,AT-0100,Defensive Holding,5,5,A
321,521642,TB,AT-0100,Defensive Pass Interference,5,16,A
322,521685,NYG,JT-3800,Defensive Offside,4,0,D
323,521692,NYG,SL-0800,False Start,1,5,A
324,521695,NYG,KB-1400,False Start,1,5,A
325,521717,HOU,SC-0900,Defensive Offside,4,5,A
326,521719,HOU,BR-0200,Defensive Offside,4,5,A
327,521730,JAC,HT-0200,False Start,1,5,A
328,521733,JAC,EM-1300,False Start,1,5,A
329,521745,HOU,BC-3100,Illegal Contact,5,5,A
330,521748,JAC,XX-0000,Illegal Substitution,3,5,A
331,521758,HOU,MA-0400,Illegal Block Above the Waist,7,10,A
332,521779,JAC,HT-0200,Offensive Holding,2,10,A
333,521790,HOU,MS-0200,Delay of Game,3,5,A
334,521797,HOU,QD-0100,Illegal Block Above the Waist,7,10,A
335,521798,HOU,DN-0700,False Start,1,5,A
336,521809,JAC,AB-2730,Defensive Offside,4,5,A
337,521831,HOU,GG-0400,False Start,1,5,A
338,521839,HOU,MA-0400,Illegal Block Above the Waist,7,9,A
339,521845,JAC,AR-1500,Defensive Pass Interference,5,21,A
340,521853,HOU,WM-0550,Defensive Offside,4,5,A
341,521854,JAC,UN-0100,False Start,1,5,A
342,521856,JAC,GW-0700,Unnecessary Roughness,6,15,A
343,521898,CAR,GH-0300,Defensive Offside,4,4,A
344,521926,CAR,BB-1600,Offensive Holding,2,10,A
345,521948,CAR,KP-0700,Unnecessary Roughness,6,15,A
346,521956,CAR,BN-0700,Delay of Game,3,5,A
347,521967,NO,PR-0400,Defensive Pass Interference,5,13,A
348,521978,NO,DB-3800,Intentional Grounding,3,10,A
349,522056,NE,VW-0200,Encroachment,4,5,A
350,522069,ARI,QG-0400,Encroachment,4,5,A
351,522084,ARI,DB-1100,Offensive Holding,2,9,A
352,522093,NE,DA-0250,False Start,1,5,A
353,522095,ARI,JS-0300,Offensive Holding,2,10,A
354,522104,NE,DT-1100,False Start,1,5,A
355,522155,NE,XX-0000,Illegal Formation,3,5,A
356,522158,ARI,AS-2700,Offensive Holding,2,10,A
357,522159,NE,BS-3200,Roughing the Passer,6,0,D
358,522159,NE,SG-1400,Personal Foul,6,15,A
359,522175,ARI,AR-1100,False Start,1,5,A
360,522191,NE,XX-0000,Illegal Block Above the Waist,7,10,A
361,522212,NE,RG-2200,False Start,1,5,A
362,522221,WAS,DH-0700,Defensive Holding,5,5,A
363,522222,WAS,LF-0300,Personal Foul,6,15,A
364,522230,STL,BR-0300,False Start,1,5,A
365,522248,WAS,RG-1850,Intentional Grounding,3,11,A
366,522249,STL,ES-0800,Personal Foul,6,15,A
367,522254,STL,RQ-0200,Personal Foul,6,6,A
368,522260,STL,HD-0100,False Start,1,5,A
369,522272,STL,SJ-0200,Unsportsmanlike Conduct,6,14,A
370,522289,STL,MD-0030,Offside on Free Kick,3,5,A
371,522298,STL,WH-1000,Offensive Holding,2,10,A
372,522303,WAS,KL-1000,False Start,1,5,A
373,522308,WAS,BO-0400,Defensive Offside,4,5,A
374,522320,WAS,NP-0100,False Start,1,5,A
375,522325,STL,WH-1000,Offensive Holding,2,0,D
376,522343,WAS,LA-0200,Horse Collar,7,15,A
377,522348,WAS,SM-3600,False Start,1,5,A
378,522364,WAS,TW-2800,Offensive Holding,2,10,A
379,522370,WAS,SB-0900,Defensive Offside,4,5,A
380,522379,WAS,JM-6300,Unsportsmanlike Conduct,6,15,A
381,522386,DAL,JP-4175,Unnecessary Roughness,6,8,A
382,522409,SEA,PM-0700,False Start,1,5,A
383,522442,DAL,DW-1100,Defensive Offside,4,0,D
384,522442,SEA,JS-7450,Chop Block,7,15,A
385,522446,SEA,BG-0500,False Start,1,5,A
386,522448,SEA,RW-3850,Delay of Game,3,5,A
387,522493,DAL,TS-2700,False Start,1,5,A
388,522500,SEA,FO-0200,False Start,1,5,A
389,522501,DAL,BC-0600,Unnecessary Roughness,6,15,A
390,522518,DAL,AS-3100,Face Mask,6,15,A
391,522525,DAL,XX-0000,12 On-field,3,4,A
392,522538,TEN,JM-2800,Defensive Holding,5,0,D
393,522541,TEN,SH-1500,Defensive Offside,4,0,D
394,522542,TEN,MM-1030,Neutral Zone,4,5,A
395,522566,TEN,KW-2200,Roughing the Passer,6,15,A
396,522574,TEN,QJ-0200,Illegal Block Above the Waist,7,4,A
397,522576,TEN,FV-0100,False Start,1,5,A
398,522582,SD,RM-3100,Offensive Holding,2,10,A
399,522584,SD,DR-3200,Offensive Holding,2,0,D
400,522589,TEN,MR-1700,False Start,1,5,A
401,522590,SD,VM-0200,Personal Foul,6,15,A
402,522601,TEN,MG-1800,Offensive Holding,2,10,A
403,522609,TEN,JM-2800,Offensive Holding,2,10,A
404,522616,SD,MH-1030,Offensive Holding,2,10,A
405,522633,SD,MH-1030,Offensive Holding,2,6,A
406,522656,TEN,MM-1030,Neutral Zone,4,5,A
407,522715,OAK,SW-1900,Offensive Holding,2,4,A
408,522725,OAK,MS-1100,Defensive Offside,4,0,D
409,522730,MIA,JL-2500,Illegal Formation,3,0,D
410,522748,OAK,BM-3800,Offensive Holding,2,10,A
411,522766,MIA,JW-5100,Roughing the Passer,6,7,A
412,522782,OAK,PA-0100,Offensive Holding,2,1,A
413,522782,OAK,MR-0500,Illegal Block Above the Waist,7,0,D
414,522815,MIA,NC-0100,Defensive Pass Interference,5,9,A
415,522821,OAK,SS-2500,Defensive Pass Interference,5,18,A
416,522831,MIA,MT-0550,Offside on Free Kick,3,5,A
417,522847,OAK,KB-0500,Offensive Holding,2,9,A
418,522872,NYJ,BP-1200,Offensive Holding,2,10,A
419,522875,NYJ,XX-0000,Illegal Substitution,3,5,A
420,522878,PIT,IT-0100,Defensive Pass Interference,5,12,A
421,522897,PIT,LT-0400,Personal Foul,6,15,A
422,522899,PIT,IT-0100,Defensive Holding,5,5,A
423,522924,NYJ,LL-0200,Personal Foul,6,13,A
424,522937,NYJ,SG-1300,Offensive Holding,2,10,A
425,522943,NYJ,LL-0200,Horse Collar,7,15,A
426,522958,NYJ,KW-2100,Illegal Block Above the Waist,7,0,D
427,522962,PIT,BR-1100,Delay of Game,3,5,A
428,522968,NYJ,IT-0200,Illegal Touch Kick,3,5,A
429,522969,PIT,MG-0500,Offensive Holding,2,10,A
430,522970,PIT,BR-1100,Intentional Grounding,3,10,A
431,522973,PIT,WA-0100,Offensive Holding,2,10,A
432,522974,PIT,IT-0100,Defensive Pass Interference,5,19,A
433,522984,NYJ,YB-0100,Defensive Holding,5,5,A
434,522986,PIT,MP-1900,False Start,1,5,A
435,523007,PIT,KL-0600,Defensive Pass Interference,5,16,A
436,523008,PIT,XX-0000,Defensive Holding,5,0,D
437,523022,SF,DD-1800,Offensive Offside,8,5,A
438,523027,DET,JB-0400,Offensive Holding,2,10,A
439,523028,SF,CC-5300,Defensive Pass Interference,5,33,A
440,523038,SF,DK-0600,Offensive Holding,2,9,A
441,523043,DET,TW-1750,Illegal Block Above the Waist,7,10,A
442,523050,DET,DF-1200,Running Into the Kicker,6,5,A
443,523052,DET,JL-0100,Defensive Pass Interference,5,7,A
444,523065,DET,NS-0800,Encroachment,4,5,A
445,523077,SF,CR-1300,Defensive Holding,5,5,A
446,523094,DET,KV-0100,Face Mask,6,15,A
447,523134,DET,NB-0800,False Start,1,5,A
448,523146,SF,DW-0500,Offensive Holding,2,10,A
449,523157,DET,TY-0300,Offensive Pass Interference,2,10,A
450,523178,ATL,JA-0100,Defensive Offside,4,5,A
451,523183,ATL,JB-3900,Offensive Holding,2,10,A
452,523184,DEN,RM-4600,Face Mask,6,15,A
453,523192,DEN,JW-0700,False Start,1,4,A
454,523196,DEN,OF-0100,Offensive Holding,2,0,D
455,523212,ATL,RE-0100,Unnecessary Roughness,6,15,A
456,523215,DEN,JM-2000,Unnecessary Roughness,6,15,A
457,523218,ATL,GR-0300,False Start,1,5,A
458,523221,DEN,XX-0000,12 On-field,3,5,A
459,523229,DEN,MR-0100,Offensive Holding,2,0,D
460,523232,DEN,TC-1000,Defensive Pass Interference,5,18,A
461,523243,ATL,DF-1700,Illegal Contact,5,5,A
462,523245,DEN,JD-2700,Offensive Holding,2,10,A
463,523248,ATL,DF-1700,Defensive Holding,5,11,A
464,523251,DEN,RC-1200,Offensive Holding,2,10,A
465,523276,DEN,CB-0100,Defensive Holding,5,5,A
466,523283,ATL,PJ-0200,Encroachment,4,5,A
467,523302,DEN,MR-0100,Illegal Use of Hands,2,10,A
468,523303,ATL,AS-0100,Defensive Pass Interference,5,16,A
469,523307,DEN,DT-0900,False Start,1,4,A
470,523347,CAR,CJ-1300,Defensive Offside,4,0,D
471,523357,NYG,CW-1200,Defensive Pass Interference,5,3,A
472,523401,NYG,MB-1800,Offensive Holding,2,10,A
473,523415,CAR,SS-2100,False Start,1,5,A
474,523456,NYG,PA-0300,Unnecessary Roughness,6,15,A
475,523465,CAR,CG-1400,Face Mask,6,7,A
476,523474,NYG,CW-1200,Illegal Contact,5,5,A
477,523483,NYG,JC-4800,Offensive Holding,2,0,D
478,523492,CAR,KP-0700,Offensive Holding,2,10,A
479,523493,NYG,JT-3700,Defensive Holding,5,5,A
480,523502,CHI,CR-0200,False Start,1,5,A
481,523506,CHI,GH-0700,Offensive Holding,2,10,A
482,523507,STL,JD-3000,Roughing the Kicker,6,15,A
483,523519,CHI,SP-0100,Neutral Zone,4,5,A
484,523523,CHI,LL-1200,False Start,1,5,A
485,523554,CHI,CR-0200,False Start,1,5,A
