TID,GID,TNAME,PTS,1QP,2QP,3QP,4QP,RFD,PFD,IFD,RY,RA,PY,PA,PC,SK,INT,FUM,PU,GPY,PR,PRY,KR,KRY,IR,IRY,PEN,TOP,TD,TDR,TDP,TDT,FGM,FGAT,FGY,RZA,RZC,BRY,BPY,SRP,S1RP,S2RP,S3RP,SPP,S1PP,S2PP,S3PP,LEA,LEY,LTA,LTY,LGA,LGY,MDA,MDY,RGA,RGY,RTA,RTY,REA,REY,R1A,R1Y,R2A,R2Y,R3A,R3Y,QBA,QBY,SLA,SLY,SMA,SMY,SRA,SRY,DLA,DLY,DMA,DMY,DRA,DRY,WR1A,WR1Y,WR3A,WR3Y,TEA,TEY,RBA,RBY,SGA,SGY,P1A,P1Y,P2A,P2Y,P3A,P3Y,SPC,MPC,LPC,Q1RA,Q1RY,Q1PA,Q1PY,LCRA,LCRY,LCPA,LCPY,RZRA,RZRY,RZPA,RZPY,SKY,LBS,DBS,SFPY,DRV,NPY,TB,I20,RTD,LNR,LNP,LBR,LBP,DBR,DBP,NHA,S3A,S3C,L3A,L3C,STF,DP,FSP,OHP,PBEP,DLP,DSP,DMP,PFN
46,3211,JAC,7,0,0,7,0,3,4,2,65,14,52,21,9,3,0,1,9,470,3,32,3,79,0,0,71,16.5,1,0,1,0,0,0,0,1,1,43,32,5,3,2,0,5,5,0,0,0,0,0,0,0,0,12,49,0,0,0,0,2,14,8,38,5,20,1,5,2,3,5,32,5,3,6,9,3,0,1,32,1,0,10,49,5,12,2,4,4,11,14,32,11,57,5,-5,8,0,5,3,1,6,35,4,8,0,0,0,0,0,0,1,5,24,1,0,313,12,393,0,3,0,7.5,0,1.5,2,3,6,0,0,0,6,0,3,0,3,1,1,1,1,1,0
47,3212,NO,27,10,3,0,14,8,19,0,164,26,323,49,31,1,2,0,3,148,2,30,3,54,0,0,23,30.5,3,2,1,0,2,2,75,4,3,105,78,14,10,3,1,27,8,13,6,1,11,3,16,2,4,16,108,2,10,1,4,1,3,21,112,4,42,1,2,1,1,16,89,11,64,15,126,3,46,1,0,1,0,9,79,4,14,14,71,20,161,37,246,14,69,23,162,13,92,8,17,6,10,57,12,97,0,0,2,9,6,29,7,22,2,0,0,254,12,114,1,1,0,6.5,3.5,7.5,7,10,17.5,6,3,2,3,2,1,0,0,0,1,0,1,0,0
48,3212,CAR,35,7,14,7,7,12,10,1,220,40,244,20,14,1,0,1,5,229,1,14,3,72,2,11,34,29.5,5,3,1,1,0,0,0,5,4,118,168,21,13,5,3,11,5,3,3,7,42,2,6,5,15,16,49,1,4,1,8,8,93,22,155,10,40,8,22,12,69,6,54,0,0,6,32,4,81,0,0,3,80,12,188,1,6,3,13,3,40,49,392,8,130,8,34,5,74,3,4,7,6,62,3,21,7,14,2,66,12,34,3,24,9,0,0,308,11,179,1,2,0,12,0,11,3,13,7,5,5,2,5,2,6,7,0,1,1,1,0,1,0
49,3213,ARI,20,6,0,7,7,8,7,1,106,32,140,27,15,1,0,2,6,280,1,3,2,50,1,0,39,28.5,2,1,1,0,2,2,85,2,2,40,52,15,8,6,1,10,4,3,3,2,12,5,0,1,7,14,44,2,12,2,2,6,33,20,52,9,54,3,4,0,0,5,12,10,70,8,58,0,0,0,0,3,0,6,6,4,21,10,69,6,44,23,115,5,47,12,58,11,35,5,8,2,8,35,10,35,8,21,3,7,3,9,4,9,0,0,0,398,13,255,0,2,0,14,0.5,9.5,7.5,5.5,6,7,3,2,8,2,8,0,1,3,0,1,0,0,0
50,3213,NE,18,3,3,3,9,8,17,0,90,28,297,45,28,4,1,0,6,172,2,25,2,46,0,0,60,31.5,1,0,1,0,4,5,184,3,1,42,83,12,5,5,2,26,15,8,3,3,16,0,0,6,11,7,28,4,14,3,7,4,4,12,53,9,30,6,-3,1,-1,18,130,11,101,8,24,3,25,3,36,2,0,19,110,11,95,10,75,5,36,45,244,25,179,15,71,9,47,7,15,6,7,30,6,33,1,-1,13,94,2,3,5,21,19,2,0,380,13,149,1,2,0,11,0,9.5,11.5,5.5,10.5,19,4,1,9,3,9,0,3,1,1,1,0,2,1
51,3214,WAS,28,14,7,7,0,9,7,2,176,29,197,29,20,1,1,0,6,240,1,-3,4,53,1,0,96,28.5,4,2,1,1,0,1,0,2,2,106,96,16,8,7,1,9,5,1,3,6,26,7,44,0,0,4,40,0,0,4,8,8,58,14,50,12,96,3,30,11,82,9,56,8,43,8,39,0,0,1,60,1,0,8,90,7,74,8,27,4,7,43,201,12,122,8,20,10,47,8,10,2,10,59,6,21,8,46,13,55,7,27,2,8,9,0,0,230,11,211,0,2,0,7.5,2,10,8,9.5,9,0,1,1,10,2,7,7,3,1,1,2,1,2,0
52,3214,STL,31,3,13,7,8,6,15,2,153,25,301,35,26,2,1,2,3,163,4,29,1,12,1,5,60,31.5,3,0,3,0,3,3,114,6,2,111,115,12,7,5,0,20,6,7,7,3,-2,1,5,1,3,9,44,4,25,5,18,2,49,14,91,9,55,2,-4,1,12,12,61,6,49,13,110,0,0,1,56,3,34,25,252,3,0,4,39,3,19,21,145,16,99,11,112,10,83,6,13,7,3,27,12,52,8,15,4,22,7,19,9,23,9,1,0,424,13,146,1,1,0,2,0,13,3,10,20,8,4,2,6,3,9,0,2,2,1,0,0,3,0
53,3215,DAL,7,0,7,0,0,4,13,0,50,15,247,40,23,1,1,1,6,229,2,2,5,109,0,0,47,25.5,1,0,1,0,0,0,0,0,0,0,94,7,2,4,1,18,8,4,6,2,9,3,9,1,4,4,7,1,2,3,14,1,2,6,14,8,31,1,2,0,0,11,64,8,37,11,86,3,26,3,17,3,22,17,81,1,26,12,74,9,71,28,196,18,106,11,36,12,106,5,10,8,8,29,13,80,0,0,0,0,0,0,0,0,4,0,0,189,10,222,0,3,0,5,1,7.5,3.5,2.5,16.5,4,2,1,9,6,3,0,1,0,1,1,0,3,0
54,3215,SEA,27,10,3,7,7,9,8,3,182,41,133,20,15,2,0,0,4,215,1,7,1,20,1,35,35,34.5,3,1,1,0,2,2,46,3,1,66,42,20,9,8,3,11,3,5,3,2,22,8,19,5,12,11,27,2,4,10,84,3,14,20,74,14,93,7,15,4,28,4,26,4,10,8,55,1,20,2,18,1,22,9,71,1,8,7,48,3,24,12,44,5,29,8,76,9,28,3,9,3,5,12,4,16,0,0,0,0,6,12,5,32,18,2,0,277,9,193,1,2,0,14,0.5,20,6.5,5,6,0,4,3,6,0,5,7,3,0,1,0,0,0,1
55,3216,TEN,10,0,3,7,0,1,7,1,38,10,174,30,15,0,1,0,7,361,3,30,7,177,1,11,59,16.5,1,0,1,0,1,1,23,2,1,20,46,3,2,0,1,11,7,4,0,2,21,0,0,0,0,5,15,0,0,1,1,2,1,6,17,3,1,1,20,2,21,14,73,4,13,5,24,1,0,1,46,4,18,14,69,4,25,7,23,4,57,30,181,11,66,11,99,8,9,5,5,5,3,3,2,0,0,0,0,0,1,4,4,21,0,0,0,288,11,340,1,3,0,2,0,7,3,1,11,0,1,0,6,1,3,0,2,2,0,3,1,1,1
56,3216,SD,38,14,3,7,14,10,16,1,148,39,268,32,24,4,1,0,4,197,1,1,2,74,1,8,41,43.5,5,2,3,0,1,1,26,6,5,70,100,19,10,4,5,19,8,5,6,4,14,4,9,4,16,13,66,2,13,6,16,6,14,20,80,12,28,7,40,1,9,9,105,5,35,11,79,4,22,1,16,2,27,12,109,3,18,9,108,8,49,24,163,13,114,12,68,11,86,5,11,8,9,10,13,91,0,0,0,0,14,34,7,27,16,2,0,309,11,167,0,1,0,10,2,14.5,5.5,12.5,13.5,0,4,4,8,4,9,0,0,4,0,0,0,1,0
57,3217,OAK,13,7,3,0,3,1,15,2,23,14,373,48,24,0,1,0,9,422,5,58,3,54,0,0,42,25.5,1,0,1,0,2,2,52,2,0,0,173,1,0,1,0,21,12,8,1,3,5,1,4,1,0,2,-4,2,5,3,7,2,1,7,-1,6,12,1,7,2,2,12,97,9,58,17,117,4,57,3,0,3,40,16,108,6,29,9,117,17,115,14,111,22,164,15,186,11,19,4,12,8,4,14,6,106,0,0,0,0,1,0,5,6,0,0,0,259,13,317,1,1,0,5,0,5,8.5,3,13.5,3,0,0,8,0,5,0,0,4,0,1,1,0,1
58,3217,MIA,35,7,0,14,14,12,11,1,264,42,189,30,18,1,0,0,7,348,6,85,0,0,1,8,21,34.5,5,4,1,0,0,0,0,3,3,161,67,26,13,7,6,13,5,4,4,3,43,7,51,4,9,15,69,7,25,2,28,4,14,21,117,14,52,7,70,2,15,3,-1,5,17,16,115,1,16,1,21,3,32,18,154,1,0,6,21,4,25,20,104,10,55,10,63,11,71,4,9,5,13,61,8,68,3,8,5,54,4,21,2,14,11,0,0,393,14,290,0,5,0,14,0,11,1,11,10,4,5,5,9,3,6,0,0,0,2,0,1,1,0
59,3218,NYJ,10,7,3,0,0,5,6,5,90,22,129,27,10,2,0,1,6,272,3,6,4,112,0,0,63,23.5,1,0,1,0,1,1,38,2,1,44,67,12,7,3,2,8,5,1,2,1,1,1,4,4,38,8,27,5,8,2,0,1,12,12,56,8,30,2,4,0,0,6,14,5,13,10,44,2,45,3,22,1,0,13,28,5,77,7,33,2,0,20,76,12,98,7,15,10,16,2,6,2,3,3,5,80,0,0,0,0,0,0,2,14,9,1,0,211,10,229,1,1,0,7,0,7,3.5,8,5.5,2,2,2,7,1,4,0,0,2,2,0,1,1,1
60,3218,PIT,27,3,10,7,7,5,13,3,66,28,265,31,24,3,0,0,5,205,2,23,2,45,0,0,107,36.5,3,1,2,0,2,2,90,3,2,23,88,13,9,2,2,21,7,8,6,1,-7,4,17,2,9,8,13,7,15,4,3,2,16,16,50,8,-3,4,19,0,0,10,87,5,32,10,76,1,18,1,25,4,37,15,153,6,39,4,26,6,57,19,141,10,60,13,91,11,114,4,14,6,8,13,9,88,0,0,0,0,6,17,2,7,10,2,0,299,10,199,0,3,0,6.5,1,10.5,7,10,14,0,1,1,8,4,7,0,1,2,2,0,5,1,0
61,3219,DET,19,6,0,3,10,3,10,2,83,25,214,32,19,2,1,0,2,89,1,10,2,64,0,0,67,30.5,1,0,1,0,4,5,167,1,1,11,122,7,4,2,1,15,4,5,6,3,3,2,5,4,16,8,31,3,10,3,13,2,5,16,51,8,28,1,4,1,11,12,65,9,48,6,67,2,24,2,26,1,0,18,116,0,0,8,38,6,76,39,228,8,21,11,59,15,134,7,8,4,7,16,9,19,0,0,0,0,0,0,3,9,16,1,0,265,10,81,0,0,0,7,1,14,4.5,4,12.5,2,2,2,9,4,3,0,1,2,0,1,1,2,1
62,3219,SF,27,7,7,3,10,8,13,3,151,24,201,31,20,3,0,1,3,109,1,8,5,85,1,20,62,29.5,3,1,2,0,2,2,84,2,1,127,44,15,8,7,0,17,8,5,4,5,27,4,4,3,1,9,68,0,0,1,12,2,49,13,59,10,102,1,0,1,20,7,65,7,17,15,123,2,21,0,0,0,0,13,95,1,14,9,80,8,37,17,66,16,75,9,76,9,50,4,11,5,8,62,4,38,6,23,10,76,3,8,1,0,25,0,0,255,9,99,0,2,0,1,0,10,10.5,12,7.5,1,1,0,7,4,6,0,0,2,0,0,2,0,0
63,3220,DEN,21,0,7,0,14,9,12,3,118,27,218,37,24,3,3,1,5,251,3,11,2,47,0,0,96,27.5,3,2,1,0,0,0,0,3,3,69,0,16,8,5,3,19,8,9,2,2,0,2,2,4,9,2,10,6,31,6,8,5,67,15,93,7,25,5,9,0,0,14,81,3,14,13,95,2,33,1,0,4,18,19,131,7,41,6,29,5,40,43,258,17,80,15,124,8,14,7,11,6,9,66,10,45,0,0,0,0,8,26,6,21,23,0,1,294,12,253,0,3,0,5.5,0.5,10,4.5,9.5,18,7,7,3,4,1,7,0,2,5,1,0,2,2,0
64,3220,ATL,27,10,10,7,0,3,15,4,69,26,208,36,24,1,0,0,6,252,1,-2,2,47,3,80,72,32.5,3,1,2,0,2,2,79,4,3,15,41,7,3,2,2,19,8,8,3,5,11,3,4,6,18,2,8,2,2,3,6,5,21,16,28,6,27,4,15,4,22,15,75,6,57,9,51,4,20,0,0,1,16,0,0,21,143,10,70,4,6,22,110,12,77,16,112,9,19,7,10,7,7,12,8,19,4,22,1,6,6,8,6,13,11,1,0,371,12,241,0,3,0,6.5,1.5,8,6,8.5,11.5,4,2,1,7,3,6,0,1,1,0,2,3,1,0
65,3221,NYG,36,10,10,6,10,8,15,1,125,29,280,37,28,2,0,0,2,76,1,6,1,19,3,61,38,36,3,2,1,0,5,5,189,6,3,66,114,13,5,5,3,22,10,8,4,2,8,5,18,9,16,6,28,3,19,3,35,1,1,14,51,10,66,5,8,0,0,16,91,4,15,11,77,3,57,1,29,1,23,18,180,3,4,8,73,8,35,28,139,16,130,14,103,9,47,7,15,6,7,77,12,81,0,0,0,0,12,27,4,19,12,0,0,397,10,76,0,2,0,5,1,12.5,10.5,9.5,15.5,0,5,5,7,0,6,0,0,2,0,0,3,1,0
66,3221,CAR,7,0,0,7,0,4,14,4,60,20,267,33,19,2,3,2,3,125,1,0,6,126,0,0,22,24,1,1,0,0,0,0,0,2,1,16,106,9,4,3,2,19,13,4,2,5,19,1,0,4,22,7,5,2,4,0,0,1,3,9,29,8,21,3,3,7,6,11,143,6,44,10,34,2,23,3,17,1,27,9,113,3,7,14,98,7,70,47,273,19,180,9,52,7,35,2,8,9,7,26,4,23,0,0,0,0,3,9,5,11,21,0.5,0,162,9,99,1,1,0,7.5,0.5,5.5,5,5,13.5,6,2,2,4,2,9,0,1,1,0,1,0,1,0
67,3222,STL,6,0,3,3,0,5,6,1,59,17,101,34,18,6,2,0,6,279,2,20,1,24,1,32,40,26,0,0,0,0,2,2,102,0,0,35,30,6,3,2,1,14,3,9,2,6,27,2,2,2,7,0,0,1,3,3,4,3,16,9,39,5,15,3,5,0,0,11,35,6,14,14,73,2,0,1,30,0,0,22,109,0,0,8,30,4,13,28,114,13,8,16,107,11,-14,8,7,3,4,8,7,-5,0,0,4,19,0,0,0,0,51,1,0,267,11,220,1,1,0,7.5,1,5.5,6,4,11,9,5,1,8,2,5,0,2,0,0,0,1,2,0
68,3222,CHI,23,3,7,0,13,8,10,2,106,31,171,31,17,2,1,0,4,165,3,39,3,85,2,34,45,34,2,1,0,1,3,3,113,3,1,76,34,11,5,4,2,14,7,4,3,4,10,6,34,5,13,0,0,9,23,5,19,2,7,16,40,10,60,5,6,1,21,14,53,6,44,7,52,1,0,0,0,3,34,18,116,6,11,4,27,3,29,18,82,13,93,11,35,9,43,2,13,2,9,41,12,36,4,24,7,37,5,3,3,12,12,0,0,365,11,145,0,2,0,8,0,13,6,9,11,0,4,2,8,3,12,7,3,2,0,2,0,1,0
69,3223,BUF,24,14,0,3,7,6,11,2,142,30,206,35,22,1,0,1,6,252,2,53,1,34,2,41,75,33,3,0,3,0,1,1,37,5,2,43,32,14,8,5,1,17,6,8,3,0,0,4,21,7,59,3,13,12,42,3,0,1,5,18,73,8,43,4,24,0,0,11,95,9,52,9,37,1,17,1,0,1,0,17,103,5,24,4,22,9,59,45,238,10,50,17,113,9,43,4,15,3,7,26,11,124,4,32,6,36,3,5,8,34,2,0,0,455,13,209,0,1,0,9.5,0,10,2.5,9.5,16.5,0,1,1,8,3,2,0,2,3,0,2,2,1,0
70,3223,CLE,14,0,7,7,0,4,11,2,33,13,207,43,27,4,2,0,8,336,3,43,3,85,0,0,57,27,2,1,1,0,0,0,0,1,1,0,68,5,1,4,0,18,9,6,3,0,0,1,3,2,-2,1,-2,6,22,3,12,0,0,5,10,7,23,1,0,0,0,8,42,4,12,22,141,1,22,2,18,4,0,13,71,5,68,15,60,10,38,23,154,22,105,15,50,10,52,10,11,6,4,-1,5,14,0,0,2,-11,1,6,3,8,30,0,0,321,12,283,0,3,0,2,1,7.5,10,2.5,14,2,2,1,8,2,5,0,2,3,0,0,1,1,0
71,3224,JAC,22,3,0,10,9,10,3,2,185,32,148,21,10,1,0,0,6,321,3,8,1,20,1,22,67,27.5,2,1,1,0,3,3,117,2,0,78,102,21,11,7,3,5,3,1,1,2,5,2,6,1,6,21,126,0,0,1,4,5,19,15,99,13,61,4,6,2,11,7,30,3,8,9,75,0,0,1,22,1,0,6,7,9,92,1,8,5,28,15,107,8,92,5,22,9,14,3,5,2,9,37,7,24,10,27,5,62,1,1,3,-7,7,1,0,289,12,272,1,1,0,8,0.5,18.5,5,3.5,3.5,0,3,3,7,0,7,0,0,2,1,0,2,2,0
72,3224,IND,17,7,7,0,3,6,15,2,124,29,313,44,22,0,1,0,6,280,4,29,5,139,0,0,106,32.5,2,0,2,0,1,2,37,3,1,42,147,15,9,2,4,18,6,6,6,7,46,6,20,0,0,10,20,1,2,2,0,3,36,15,68,8,9,6,47,4,50,9,72,11,73,14,60,4,68,2,0,4,40,24,116,10,119,2,0,8,78,35,286,15,151,16,67,13,95,8,7,7,4,6,5,61,11,52,13,128,1,2,5,24,0,0,0,291,12,252,1,2,0,2.5,0,16,6,8.5,12,1,4,3,10,4,7,0,1,5,1,3,2,1,1
73,3225,TB,10,7,0,0,3,4,5,3,75,25,91,28,10,2,1,1,8,331,3,10,1,15,1,0,69,27,1,0,1,0,1,1,28,2,1,28,52,10,5,2,3,8,4,2,2,1,11,4,24,3,6,10,15,3,9,3,12,1,-2,13,58,7,14,5,3,0,0,10,40,5,10,5,8,6,52,0,0,1,0,14,70,1,7,7,1,5,32,24,90,9,24,9,31,12,36,2,6,2,6,10,6,10,3,9,3,-14,3,6,5,8,19,2,0,345,11,248,2,3,0,7.5,0,14.5,4.5,3,4.5,3,4,3,9,1,6,0,4,1,3,1,0,2,0
74,3225,DAL,16,7,3,0,6,2,12,0,41,20,259,39,25,4,1,2,4,173,3,43,1,18,1,0,105,33,1,1,0,0,3,3,80,5,1,22,70,6,3,2,1,16,5,7,4,3,13,2,2,1,-1,7,13,2,3,3,-2,2,18,12,10,6,25,2,11,1,9,11,55,12,103,7,40,2,0,4,17,2,68,17,169,7,57,6,8,7,50,34,168,13,67,16,137,14,55,9,7,9,7,15,9,33,4,13,8,58,4,23,8,-7,24,0,0,484,13,163,0,1,0,6.5,1,8.5,3,4,21,10,0,0,11,2,9,0,6,3,0,2,2,1,1
75,3226,NYJ,23,0,3,7,10,3,14,4,88,33,300,45,21,1,2,0,6,274,3,45,3,62,1,18,108,35.5,2,0,1,1,3,3,86,5,1,11,104,14,10,3,1,18,5,7,6,4,7,2,15,6,15,6,15,4,10,4,7,7,19,17,54,13,24,3,10,0,0,10,59,7,20,19,165,3,56,1,0,4,0,21,147,7,83,8,37,8,33,21,168,15,54,16,160,15,80,2,12,7,8,23,8,25,14,45,20,132,11,14,5,17,6,0,0,397,13,255,0,4,0,10.5,1,15.5,6,7,12,0,2,2,12,4,12,7,2,1,0,1,3,2,1
76,3226,MIA,20,7,3,7,3,9,9,5,185,43,196,36,16,0,1,1,4,235,3,19,4,92,2,7,65,33.5,2,2,0,0,2,4,62,3,2,50,84,27,12,11,4,11,4,1,6,4,27,5,32,4,25,11,51,4,13,9,25,6,14,19,77,16,88,8,22,3,3,7,42,6,46,16,47,3,20,0,0,4,41,16,127,6,9,10,47,4,13,29,152,13,83,12,10,11,103,4,7,5,8,54,5,21,10,38,20,97,8,26,3,12,0,0,0,232,13,170,1,0,0,16.5,0,14.5,5,10,9,3,7,4,11,5,6,0,1,1,1,0,5,1,3
77,3227,CIN,38,14,10,0,14,8,12,2,94,27,385,28,20,2,1,1,4,165,4,24,3,63,0,0,80,27.5,5,1,4,0,1,1,47,3,2,50,285,10,4,4,2,16,9,6,1,8,25,2,3,2,20,5,13,3,3,2,12,5,18,17,37,5,39,5,18,1,17,4,54,6,51,11,81,0,0,2,119,5,83,11,170,7,129,8,89,2,0,18,256,12,193,13,143,5,36,2,10,8,8,27,9,142,5,19,7,134,5,19,5,12,16,2,0,421,14,166,0,3,0,3,0,15,4,8,12,2,3,2,5,1,5,0,1,3,2,0,1,1,0
78,3227,WAS,31,7,3,14,7,15,13,3,213,34,168,33,21,6,0,1,7,310,1,-1,3,100,1,0,60,32.5,4,2,1,1,1,1,36,5,3,108,52,22,15,5,2,17,10,6,1,11,94,0,0,1,4,9,45,1,4,4,33,8,32,20,141,10,36,4,35,11,85,7,45,12,84,9,40,1,0,3,52,1,0,10,78,7,20,9,90,7,33,53,295,18,76,13,60,8,32,5,13,3,4,25,8,18,6,50,8,25,7,30,3,-3,53,0,0,291,13,266,1,2,0,8.5,1,12,6.5,10.5,11.5,6,0,0,11,2,7,0,1,1,0,0,2,3,0
79,3228,KC,27,3,3,7,11,10,16,1,273,45,237,43,26,3,1,2,5,208,3,40,5,95,1,32,40,42.5,1,1,0,0,6,6,216,4,0,156,20,19,13,4,2,18,5,6,7,10,57,5,15,4,21,1,2,6,21,12,74,7,32,28,181,15,36,2,5,0,0,16,129,5,55,16,64,2,0,2,0,2,0,19,81,8,64,4,22,12,81,30,166,12,70,16,81,18,93,8,15,4,7,35,6,47,22,57,19,86,7,12,6,8,11,0,0,405,15,206,0,4,0,18.5,0,12.5,6.5,13,18.5,0,2,2,11,4,12,2,3,3,0,1,0,0,0
80,3228,NO,24,7,3,14,0,2,12,0,84,18,205,36,20,4,1,0,6,335,1,2,5,107,1,28,45,26,3,0,3,0,1,2,40,4,3,47,97,6,4,1,1,16,6,6,4,3,42,1,3,7,21,0,0,5,5,2,6,0,0,15,31,2,6,1,40,0,0,13,89,3,21,13,43,3,17,1,0,3,70,14,123,4,40,8,16,10,61,27,141,10,87,18,27,12,91,3,12,5,5,43,10,98,3,-1,8,-14,3,9,9,18,35,4,0,390,14,275,1,1,0,5,0,5.5,4,7.5,12,0,1,1,11,4,5,0,1,1,1,0,1,0,0
81,3229,DET,41,6,3,7,25,11,23,2,141,36,442,54,43,1,0,1,4,156,0,0,2,42,0,0,91,40.5,4,1,3,0,4,4,159,6,3,12,142,23,9,14,0,33,20,10,3,4,9,4,26,3,16,17,61,4,15,4,14,0,0,16,68,17,75,3,-2,3,11,16,79,12,80,19,171,1,26,3,74,3,20,24,233,7,75,13,61,10,81,61,461,28,193,17,220,10,29,11,22,10,10,36,8,30,13,58,23,191,7,8,10,47,8,1,0,434,14,83,0,1,0,19,0,9.5,13,6.5,24,26,4,0,6,1,5,0,0,2,1,4,3,2,0
82,3229,TEN,44,10,10,0,21,4,13,4,59,19,378,42,29,0,0,2,1,41,3,73,4,174,0,0,32,28,5,0,2,1,3,5,95,2,0,66,188,6,3,2,1,18,8,6,4,4,17,2,5,2,4,7,22,2,1,1,11,1,-3,12,4,5,33,2,20,4,33,13,87,7,46,16,57,3,92,2,60,1,24,25,197,3,20,11,139,3,10,37,262,17,165,15,121,10,80,11,10,8,4,19,9,77,4,-8,11,119,2,-5,5,8,0,0,0,241,10,41,0,0,2,7,0,6.5,6.5,4.5,17.5,3,1,1,7,2,8,7,1,0,4,0,1,2,0
83,3230,SF,13,0,3,10,0,5,14,0,89,20,191,35,24,3,1,2,3,146,2,24,4,193,0,0,60,26.5,1,0,1,0,2,3,58,3,1,32,42,10,5,5,0,21,12,5,4,9,56,1,2,1,1,3,12,3,6,2,11,1,1,12,46,7,42,1,1,4,26,8,49,7,51,16,62,1,0,0,0,3,42,14,67,8,72,10,54,3,11,24,101,16,112,13,37,9,42,5,16,3,3,20,10,31,0,0,0,0,4,10,3,8,13,2,0,340,10,146,0,1,0,4.5,1.5,6.5,7,8,13.5,0,0,0,5,1,3,0,0,0,1,0,1,4,0
84,3230,MIN,24,7,10,0,7,6,15,4,149,38,198,35,21,0,0,2,4,181,0,0,3,74,1,24,10,33.5,3,1,2,0,1,1,52,2,2,54,24,19,11,7,1,18,3,8,7,4,17,2,11,6,32,17,82,5,8,3,9,1,4,22,87,13,62,3,14,4,38,11,63,9,68,10,29,1,24,1,0,3,14,11,89,8,32,8,36,8,41,17,73,9,34,15,105,11,59,5,14,2,10,21,11,72,1,2,1,2,6,16,5,14,0,0,0,312,11,137,1,1,0,8,0.5,23,6.5,4,9,0,7,4,6,3,10,0,0,1,0,0,0,0,0
85,3231,PHI,6,0,0,6,0,4,12,0,126,21,182,37,17,5,0,3,5,246,2,16,3,66,0,0,65,25.5,0,0,0,0,2,2,76,2,0,62,80,10,7,3,0,14,4,5,5,1,3,6,53,0,0,6,42,0,0,6,18,2,10,12,73,7,49,2,4,0,0,15,96,2,5,11,45,4,34,0,0,5,37,14,81,12,84,6,36,5,16,26,161,15,27,14,79,13,76,4,6,7,4,14,7,47,0,0,0,0,0,0,4,8,35,4,1,242,11,194,0,1,0,4,0,10.5,3,6.5,13,5,1,0,11,4,5,0,1,1,1,0,0,2,0
86,3231,ARI,27,10,14,0,3,3,12,1,101,32,193,24,17,3,0,0,6,283,5,52,1,12,0,0,60,34.5,3,0,2,1,2,2,74,4,1,70,88,11,8,1,2,14,4,6,4,4,-1,6,6,0,0,14,59,0,0,5,21,3,15,20,57,7,-6,5,49,2,17,9,94,1,15,12,76,2,37,0,0,0,0,15,169,3,8,4,33,2,12,26,125,5,72,13,65,9,56,3,9,5,7,8,11,69,0,0,0,0,7,-2,2,8,29,0,0,384,11,247,1,2,0,14.5,0,8.5,3.5,9,11.5,0,2,1,10,3,14,7,1,1,1,0,1,2,1
87,3232,ATL,27,6,14,0,7,5,18,2,119,26,265,40,30,2,1,0,5,223,2,34,0,0,2,-2,15,36,4,1,3,0,0,0,0,5,4,43,29,12,7,5,0,24,8,8,8,2,18,2,9,1,1,12,60,2,4,3,17,4,10,13,68,11,45,2,6,1,4,13,80,9,74,12,54,2,29,2,38,1,0,15,122,2,13,14,92,8,48,18,105,18,104,13,87,11,74,7,19,4,6,20,14,95,0,0,0,0,5,16,6,30,10,1,0,289,10,212,0,2,0,6,0.5,12.5,7,6.5,19.5,0,1,1,7,3,3,0,0,1,1,0,0,0,0
88,3232,SD,3,0,0,3,0,6,9,0,117,16,164,38,21,1,2,2,4,206,2,11,1,31,1,3,17,24,0,0,0,0,1,1,41,2,0,62,28,9,4,3,2,15,7,5,3,2,11,0,0,0,0,8,31,1,40,1,2,4,21,11,72,3,18,2,15,1,3,13,54,5,21,13,54,5,28,1,16,1,0,9,52,10,50,9,27,10,44,39,190,14,62,16,68,9,34,10,8,3,2,10,7,17,0,0,0,0,4,18,1,0,9,0,0,230,11,152,1,0,0,4.5,2,6,4,5.5,15,0,1,1,7,2,0,0,2,0,0,0,2,0,0
89,3233,HOU,31,7,14,10,0,7,13,3,152,34,284,30,17,1,1,1,5,271,4,19,1,0,0,0,69,31.5,4,0,4,0,1,1,41,3,2,54,185,18,10,6,2,13,4,4,5,5,46,1,0,7,22,4,6,6,17,9,46,2,15,19,92,12,48,3,12,0,0,11,83,3,70,7,32,2,0,4,105,1,0,4,72,11,139,9,65,4,14,12,41,11,108,9,128,11,48,6,5,6,5,55,5,74,5,12,1,12,3,6,3,17,6,0,0,281,13,222,1,1,0,17.5,0,4,2,12.5,10,0,2,2,7,2,6,0,3,1,0,0,4,1,0
90,3233,DEN,25,5,6,0,14,5,14,5,59,21,316,51,26,3,0,1,8,381,4,29,4,84,1,7,75,28.5,2,0,2,0,3,3,108,3,1,26,174,7,4,2,1,20,10,5,5,2,3,5,5,0,0,11,39,1,3,2,9,0,0,13,40,6,15,2,4,0,0,14,57,12,92,13,53,3,0,3,73,6,48,22,166,7,73,15,67,7,17,51,217,20,162,19,74,15,73,7,12,7,8,32,11,70,0,0,2,29,4,-2,5,12,14,0.5,0,381,14,342,1,3,0,8.5,0,5,4,7.5,18,1,2,2,12,3,7,2,1,3,0,0,1,3,0
