PID,BC,DIR,YDS
524163,TR-0800,NL,-1
524164,TR-0800,NL,-1
524167,SG-1300,RT,2
524172,RB-4900,LG,6
524173,JL-0260,RG,3
524175,RB-4900,LE,16
524176,RB-4900,MD,7
524177,RB-4900,RT,2
524178,DT-0600,MD,1
524181,SG-1300,LE,0
524183,SG-1300,RE,6
524184,SG-1300,LE,3
524187,SG-1300,RE,4
524190,RB-4900,RE,7
524191,RB-4900,LG,12
524196,BP-1200,MD,4
524199,BP-1200,MD,4
524201,BP-1200,RG,0
524205,DT-0600,LG,3
524206,DT-0600,LE,4
524208,RB-4900,LT,4
524212,DT-0600,RT,4
524214,DT-0600,MD,6
524215,DT-0600,LE,7
524216,DT-0600,LT,1
524224,TT-0700,LG,5
524229,BP-1200,RE,6
524231,BP-1200,RG,3
524233,SG-1300,MD,5
524234,SG-1300,LG,1
524238,RB-4900,MD,3
524240,RB-4900,MD,0
524242,RB-4900,MD,4
524243,DT-0600,RT,4
524245,DT-0600,RG,0
524249,DT-0600,RE,4
524251,SG-1300,RT,0
524253,SG-1300,RT,1
524254,TT-0700,LE,-5
524256,LM-1150,RT,5
524257,LM-1150,MD,7
524258,DT-0600,RG,5
524259,LM-1150,RT,3
524260,LM-1150,RE,1
524263,SG-1300,LG,-1
524267,LM-1150,LT,22
524268,LM-1150,LE,0
524269,DT-0600,LT,1
524271,LM-1150,MD,6
524272,RT-0150,RE,-3
524275,RT-0150,RE,1
524276,JL-0260,RT,1
524279,BP-1200,RG,4
524281,SG-1300,LG,1
524283,SG-1300,MD,0
524286,MS-0100,LG,4
524289,LM-1150,LG,4
524290,LM-1150,RT,0
524309,BP-1200,RE,5
524310,JM-3600,RE,-1
524316,DT-0600,LT,4
524323,SG-1300,LE,9
524324,SG-1300,MD,0
524328,DT-0600,RT,3
524332,DT-0600,MD,9
524333,RT-0150,RG,5
524342,SG-1300,MD,2
524343,SG-1300,RG,3
524344,SG-1300,RE,1
524346,BP-1200,LT,4
524347,BP-1200,LT,11
524348,BP-1200,RT,4
524355,DT-0600,MD,5
524356,DT-0600,MD,3
524359,DT-0600,RT,3
524361,DT-0600,RE,2
524365,SG-1300,LG,5
524366,SG-1300,RE,-2
524372,AM-2850,RE,10
524373,AM-2850,LE,12
524378,BG-1800,RG,1
524383,BG-1800,LG,3
524385,BG-1800,LT,2
524388,BG-1800,LE,-2
524392,AM-2850,RE,0
524393,AM-2850,LE,3
524396,BS-1400,LE,-8
524397,AD-0100,LG,17
524398,AH-1900,LE,11
524409,BG-1800,MD,3
524411,AH-1900,LE,5
524412,BG-1800,MD,2
524414,BS-1400,MD,2
524417,BL-0900,RE,11
524419,BL-0900,RT,7
524420,BS-1400,RG,1
524423,KH-2600,RE,-1
524425,RG-1850,RG,4
524426,AM-2850,LE,-1
524430,BG-1800,RE,4
524432,BG-1800,RT,5
524437,AM-2850,MD,3
524439,AG-1500,LE,11
524440,BG-1800,RG,1
524446,RG-1850,RE,11
524447,ER-0600,LE,12
524450,RG-1850,RT,8
524453,AD-0100,NL,-1
524455,AM-2850,RT,5
524456,AM-2850,RE,0
524459,ER-0600,MD,9
524460,AM-2850,MD,5
524461,AM-2850,LE,6
524462,RG-1850,LE,7
524463,AM-2850,RT,7
524468,BG-1800,LT,1
524471,AM-2850,RT,13
524472,BB-0600,LE,21
524473,AM-2850,RE,-1
524474,AM-2850,LG,4
524475,RG-1850,MD,9
524476,BB-0600,MD,-1
524477,AM-2850,MD,6
524478,RG-1850,LE,3
524483,BG-1800,LE,0
524484,BB-0600,RE,0
524488,BG-1800,LE,-1
524493,AM-2850,MD,2
524494,RG-1850,LE,7
524504,BB-0600,RE,8
524505,AM-2850,RE,4
524510,BG-1800,LE,9
524511,BG-1800,RE,2
524520,RG-1850,LE,5
524527,RG-1850,MD,2
524530,BG-1800,MD,4
524531,BG-1800,MD,2
524532,BG-1800,RE,2
524537,RG-1850,MD,10
524539,RG-1850,LE,19
524545,PT-0400,RG,0
524547,DS-3300,LE,47
524553,JC-2300,RG,2
524554,PH-0500,RG,4
524558,JC-2300,RG,11
524559,DM-1200,LE,5
524561,JC-2300,RE,9
524562,JC-2300,LE,6
524563,JC-2300,LG,-2
524568,MI-0100,LG,0
524571,MI-0100,LG,4
524574,DS-3300,RG,-1
524579,JC-2300,RT,0
524580,PH-0500,LT,5
524584,PT-0400,RG,1
524588,JC-2300,RE,7
524592,JC-2300,RE,1
524596,MI-0100,RT,3
524601,JC-2300,LE,3
524608,DS-3300,LG,9
524609,MI-0100,RG,3
524613,PT-0400,LT,3
524617,SD-0800,RE,5
524628,PT-0400,LG,5
524632,JC-2300,RE,9
524633,JC-2300,RT,4
524634,JC-2300,LT,6
524635,JC-2300,LE,5
524636,PH-0500,RG,2
524640,DS-3300,LE,4
524646,JC-2300,RT,3
524649,MI-0100,LG,1
524653,JC-2300,LE,91
524658,PT-0400,RT,3
524660,DS-3300,LG,3
524663,JC-2300,RT,4
524665,JC-2300,RT,40
524666,SD-0800,LE,-4
524671,DS-3300,RG,2
524675,JC-2300,LG,14
524676,JC-2300,RT,3
524679,JC-2300,RT,1
524682,SD-0800,LG,5
524688,PT-0400,LG,-1
524692,JC-2300,RG,0
524696,DS-3300,LE,-2
524699,JC-2300,RE,2
524700,JC-2300,LE,-2
524703,SD-0800,RT,1
524706,JC-2300,RT,6
524707,JC-2300,RE,-1
524709,MC-0700,MD,2
524710,JC-2300,LT,-1
524711,JC-2300,LG,4
524714,DB-3800,NL,-1
524718,JC-2300,RT,2
524720,SD-0800,LE,6
524729,JC-2300,LE,-2
524731,JC-2300,RT,3
524732,JC-2300,LE,0
524735,SD-0800,RT,7
524736,JC-2300,LT,3
524737,JC-2300,RG,2
524738,SD-0800,LT,2
524742,ML-1300,RG,3
524745,ML-1300,LG,7
524747,ML-1300,MD,3
524756,JL-2300,MD,-2
524757,ML-1300,LT,6
524758,ML-1300,RG,6
524759,ML-1300,MD,3
524765,CJ-1700,LE,4
524766,CJ-1700,MD,4
524767,CJ-1700,RT,11
524770,DR-1200,RG,0
524775,ML-1300,RT,5
524776,ML-1300,MD,0
524781,NB-0800,LE,4
524782,ML-1300,MD,-1
524785,CJ-1700,LE,-7
524792,MS-4100,MD,5
524794,ML-1300,LG,3
524795,ML-1300,LT,12
524798,ML-1300,RG,5
524801,ML-1300,LT,-1
524809,ML-1300,MD,5
524811,ML-1300,MD,5
524812,ML-1300,LE,0
524817,JL-2300,MD,31
524820,JL-2300,MD,-5
524825,CJ-1700,LG,3
524827,CJ-1700,LE,11
524829,CJ-1700,RG,1
524836,CJ-1700,MD,3
524837,CJ-1700,RE,-3
524842,ML-1300,LG,6
524847,ML-1300,MD,1
524850,CJ-1700,LG,1
524853,CJ-1700,LT,13
524859,ML-1300,RG,1
524861,ML-1300,MD,4
524863,ML-1300,MD,1
524866,NB-0800,LE,3
524871,CJ-1700,MD,-1
524873,ML-1300,MD,8
524874,ML-1300,RT,4
524875,ML-1300,RT,3
524876,MS-4100,MD,7
524877,ML-1300,MD,9
524878,ML-1300,RT,2
524880,JB-2700,MD,2
524921,CJ-1700,LT,-8
524924,JL-2300,LE,9
524925,CJ-1700,MD,-8
524936,JB-2700,MD,5
524938,JB-2700,MD,5
524939,JB-2700,LT,9
524940,JB-2700,LE,2
524943,SH-1100,MD,-1
524945,AP-0700,RT,4
524947,AP-0700,RT,0
524949,AP-0700,LG,3
524951,AP-0700,LG,3
524953,AP-0700,MD,3
524957,AP-0700,RT,5
524958,AP-0700,LG,1
524959,AP-0700,MD,0
524966,FG-0200,LE,4
524972,AP-0700,MD,0
524973,AP-0700,LT,2
524979,FG-0200,LE,5
524982,FG-0200,LE,11
524985,FG-0200,MD,2
524990,CP-2000,LE,2
524991,CP-2000,LE,9
524992,AP-0700,RG,1
524995,AP-0700,MD,7
524996,AP-0700,RG,3
524997,AP-0700,RG,-3
525000,CP-2000,MD,23
525003,FG-0200,MD,3
525006,KH-2900,RG,-5
525007,AS-1600,LE,10
525009,FG-0200,MD,7
525025,KH-2900,LE,3
525026,FG-0200,RG,4
525027,AS-1600,RE,1
525031,AP-0700,RG,4
525032,AP-0700,MD,4
525036,FG-0200,LE,6
525038,FG-0200,RT,11
525041,FG-0200,LG,1
525046,CP-2000,RE,4
525049,AP-0700,MD,5
525053,AP-0700,MD,3
525056,PH-0400,MD,9
525058,AP-0700,MD,-1
525059,AP-0700,MD,2
525063,FG-0200,RG,7
525064,AP-0700,MD,8
525068,FG-0200,LE,2
525069,AS-1600,LE,8
525072,KH-2900,RT,0
525073,KH-2900,LT,2
525076,AP-0700,RG,3
525077,AP-0700,LG,20
525079,AP-0700,MD,2
525086,AP-0700,LE,7
525087,TG-0600,LT,9
525088,TG-0600,LG,3
525089,TG-0600,LG,2
525091,TG-0600,MD,0
525092,TG-0600,MD,0
525093,AS-1600,LE,7
525097,TG-0600,MD,2
525098,TG-0600,LE,-1
525099,TG-0600,MD,3
525102,CP-2000,NL,-1
525103,CP-2000,NL,-1
525104,CP-2000,NL,-1
525106,MV-0300,LE,3
525112,CW-1400,LT,2
525114,CW-1400,LT,4
525115,PP-0400,LE,-4
525119,LM-1000,RT,0
525123,BB-3350,LT,3
525126,RW-3400,MD,-1
525131,CW-1400,RT,2
525134,CW-1400,LT,0
525136,CW-1400,MD,5
525141,LM-1000,LT,8
525144,LM-1000,MD,7
525145,MV-0300,RE,1
525146,RW-3400,RT,4
525147,RW-3400,RT,4
525149,RW-3400,RT,9
525159,CW-1400,MD,3
525167,LM-1000,RT,0
525169,CW-1400,MD,2
525171,RW-3400,RT,2
525181,MV-0300,MD,20
525188,CW-1400,LE,0
525190,LS-1700,LT,-5
525192,KK-1200,RE,14
525194,LM-1000,RT,5
525197,LM-1000,MD,4
525199,LM-1000,RT,11
525200,LM-1000,MD,7
525202,BB-3350,LT,17
525203,BB-3350,RT,1
525204,LM-1000,MD,0
525205,MV-0300,MD,4
525208,RW-3400,LE,3
525209,LS-1700,MD,-4
525223,RW-3400,LT,0
525225,LM-1000,RE,9
525226,LM-1000,LT,14
525228,BB-3350,LT,7
525230,LM-1000,RT,1
525234,KK-1200,RE,3
525236,LS-1700,MD,-2
525239,RW-3400,MD,25
525240,RW-3400,MD,-1
525241,RW-3400,MD,7
525242,RW-3400,LE,0
525243,RW-3400,MD,11
525244,LS-1700,LT,5
525245,LS-1700,RE,-2
525246,LS-1700,MD,-1
525254,RW-3400,MD,20
525255,LS-1700,MD,-2
525256,LS-1700,MD,-3
525257,KK-1200,NL,-1
525258,KK-1200,NL,-1
525259,LM-1000,LT,4
525263,MT-2400,MD,3
525266,JR-2800,MD,2
525273,RM-1200,MD,3
525288,MT-2400,LG,1
525291,MT-2400,LT,6
525293,JR-2800,RT,9
525295,MT-2400,MD,-1
525298,RM-1200,RE,7
525299,RM-1200,MD,5
525302,RM-1200,LE,1
525304,RM-1200,MD,3
525305,RM-1200,RE,7
525306,RM-1200,MD,3
525307,MT-2400,RT,1
525308,MT-2400,MD,4
525315,MT-2400,LE,0
525323,JR-2800,RG,2
525332,MT-2400,RE,1
525342,ER-0500,LE,10
525346,PR-0300,RE,3
525357,MT-2400,RE,4
525361,JR-2800,MD,7
525365,RM-1200,RE,4
525368,RM-1200,MD,6
525373,MT-2400,MD,4
525375,MT-2400,MD,25
525377,JS-4800,MD,3
525378,JR-2800,MD,3
525380,JB-1700,MD,1
525385,MT-2400,MD,7
525386,MT-2400,LE,18
525387,MT-2400,RT,7
525390,RM-1200,MD,5
525397,JR-2800,MD,1
525398,JR-2800,LT,3
525399,MR-2500,RE,4
525401,JB-1700,RG,52
525402,JB-1700,RT,2
525404,CB-3000,MD,5
525406,JR-2800,MD,2
525407,JR-2800,RE,1
525408,JR-2800,RG,2
525410,PR-0300,NL,-1
525412,WM-0300,MD,15
525414,WM-0300,RG,3
525420,WM-0300,LT,5
525422,WM-0300,RT,5
525425,LB-0100,LE,0
525431,AF-0900,RE,11
525438,WM-0300,MD,1
525441,WM-0300,LT,1
525443,LB-0100,MD,2
525447,BT-0200,MD,5
525449,AF-0900,RT,8
525450,AF-0900,RT,22
525452,BT-0200,RG,9
525453,BT-0200,RG,4
525455,AF-0900,RT,2
525459,AF-0900,RG,1
525463,WM-0300,RT,4
525467,AF-0900,LG,5
525471,WM-0300,MD,1
525474,RH-2350,LT,4
525477,WM-0300,MD,3
525481,AF-0900,LG,1
525487,WM-0300,MD,0
525489,KM-0450,LE,21
525490,BT-0200,LT,0
525492,AF-0900,RT,2
525495,AF-0900,RT,1
525506,AF-0900,RE,4
525509,WM-0300,LT,-2
525513,AF-0900,RG,3
525514,AF-0900,LG,5
525517,BT-0200,LE,3
525518,AF-0900,LG,5
525526,RH-2350,LE,3
525531,BT-0200,LE,5
525532,BT-0200,RG,2
525535,WM-0300,MD,0
525542,AF-0900,MD,0
525554,AF-0900,LG,4
525555,AF-0900,LE,8
525556,AF-0900,RT,1
525559,AF-0900,RT,3
525560,AF-0900,LE,9
525561,BT-0200,RG,-2
525562,LB-0100,MD,11
525567,AF-0900,MD,-2
525570,LB-0100,MD,4
525583,LB-0100,MD,4
525585,LB-0100,LT,-3
525586,LB-0100,MD,-2
525590,AF-0900,RT,3
525591,AF-0900,LG,2
525593,AF-0900,RT,4
525594,AF-0900,MD,3
525595,AF-0900,LG,0
525606,IR-0100,MD,2
525607,MW-0500,RE,1
525613,DM-1600,RT,64
525620,BR-1100,MD,8
525624,JD-3400,MD,3
525626,JD-3400,RT,0
525640,DM-1600,MD,1
525641,DM-1600,LT,3
525644,BB-1300,MD,2
525646,BB-1300,LT,3
525647,BB-1300,RG,2
525652,DM-1600,RG,1
525654,DM-1600,LE,-2
525656,IR-0100,MD,4
525658,IR-0100,MD,4
525660,IR-0100,LT,3
525662,JD-3400,MD,-4
525665,DM-1600,LT,1
525666,CP-0500,RE,6
525667,MG-1000,LE,1
525686,BB-1300,MD,5
525694,DM-1600,LT,16
525696,DM-1600,RE,1
525700,DM-1600,LT,5
525701,DM-1600,LT,4
525702,DM-1600,LT,0
525707,CR-0250,MD,5
525709,CR-0250,RT,2
525713,IR-0100,MD,-1
525725,DM-1600,RT,2
525727,DM-1600,LT,3
525733,IR-0100,RT,7
525736,DM-1600,RG,5
525739,DM-1600,LT,7
525741,DM-1600,LT,2
525742,DM-1600,RE,-1
525748,IR-0100,RG,2
525749,IR-0100,LG,0
525750,IR-0100,MD,6
525761,DM-1600,LT,1
525762,CP-0500,MD,-1
525767,TB-2300,MD,-3
525770,RR-0400,LE,3
525771,RR-0400,LG,1
525775,DW-4300,RE,2
525776,DW-4300,RT,2
525778,SR-0700,RT,0
525779,SR-0700,LG,1
525786,BB-2250,MD,2
525790,RR-0400,RG,3
525794,SR-0700,LG,4
525796,DW-4300,LG,3
525798,TB-2300,LE,7
525799,SR-0700,RT,2
525800,SR-0700,RT,9
525807,RR-0400,LT,4
525810,RR-0400,RT,9
525812,BP-0650,RE,8
525815,RR-0400,LG,2
525818,RR-0400,LG,8
525819,RR-0400,LG,5
525825,JE-0100,LE,8
525827,DW-4300,LT,4
525828,JE-0100,LE,-13
525829,DW-4300,RT,4
525832,BP-0650,LE,5
525833,JF-1900,MD,5
525834,RR-0400,RT,3
525837,RR-0400,RT,6
525838,RR-0400,LG,6
525846,DW-4300,RG,4
525857,RR-0400,LT,15
525858,RR-0400,RT,2
525861,RR-0400,RG,4
525865,RR-0400,LG,7
525869,SR-0700,RG,5
525872,DW-4300,LG,3
525873,DW-4300,LG,1
525875,DW-4300,LE,3
525876,DW-4300,RG,3
525878,DW-4300,RG,6
525879,DW-4300,RT,3
525885,BP-0650,LG,5
525892,SR-0700,MD,-1
525894,SR-0700,RT,4
525897,DW-4300,RE,0
525900,SR-0700,LT,14
525901,SR-0700,MD,-4
525902,DW-4300,RG,0
525907,RR-0400,LG,9
525910,RR-0400,LG,1
525911,RR-0400,LG,6
525913,BP-0650,LG,-1
525915,BB-2250,LE,2
525917,DW-4300,LE,-4
525923,RR-0400,LG,6
525936,SR-0700,LE,1
525939,SR-0700,LG,3
525940,SR-0700,RT,1
525947,RR-0400,MD,1
525950,JF-1900,NL,-1
525953,ML-2500,LT,4
525954,ML-2500,RT,4
525958,AR-1300,MD,16
525960,CB-1400,LE,0
525966,ML-2500,RG,8
525968,ML-2500,RT,6
525971,ML-2500,RT,6
525986,ML-2500,RT,2
525994,ML-2500,LT,5
525995,ML-2500,LT,0
525998,RC-1500,LE,20
526000,CB-1400,RE,4
526006,ML-2500,RT,8
526007,ML-2500,RT,3
526008,RW-3850,RE,7
526009,ML-2500,LT,4
526022,ML-2500,LT,4
526023,ML-2500,RT,0
526024,ML-2500,RT,9
526025,ML-2500,RT,6
526026,ML-2500,LT,2
526028,CB-1400,RT,6
526029,CB-1400,MD,8
526031,CB-1400,RT,6
526033,CB-1400,MD,9
526034,CB-1400,LG,3
526036,CB-1400,RT,3
526039,CB-1400,RT,-1
526045,ML-2500,RT,2
526048,LW-0500,LT,11
526050,CB-1400,RT,5
526056,CB-1400,RE,2
526058,CB-1400,MD,7
526063,ML-2500,LT,3
526064,ML-2500,RT,2
526068,CB-1400,RT,0
526073,CB-1400,LT,-3
526082,AR-1300,RT,1
526083,CB-1400,MD,1
526087,ML-2500,LT,6
526088,ML-2500,MD,5
526089,RW-3850,MD,12
526091,ML-2500,RT,5
526094,ML-2500,RG,1
526095,RW-3850,RT,-1
526096,ML-2500,LG,3
526098,ML-2500,LG,0
526101,CB-1400,MD,-5
526102,CB-1400,RG,0
526103,JK-2200,MD,2
526113,TR-0350,RG,7
526116,TR-0350,LT,3
526120,RR-0400,LG,10
526124,RR-0400,LT,0
526127,TR-0350,LT,3
526129,GL-0400,LE,-2
526130,TR-0350,LT,0
526133,TS-2300,RE,0
526135,RR-0400,MD,-2
526139,RR-0400,LT,2
526147,TR-0350,LG,3
526150,BP-0650,LE,0
526151,BP-0650,RE,3
526160,TR-0350,LG,5
526164,RR-0400,RG,6
526167,RR-0400,LG,3
526171,TR-0350,RE,3
526175,BP-0650,RT,4
526180,TR-0350,LT,6
526186,TR-0350,LG,7
526189,TR-0350,LE,1
526200,CO-0300,MD,-2
526211,RR-0400,RT,8
526215,RR-0400,LG,3
526218,RR-0400,LE,3
526220,RR-0400,LG,0
526221,RR-0400,LG,1
526222,JF-1900,RE,1
526225,TR-0350,LT,3
526229,TR-0350,LG,2
526236,BP-0650,MD,21
526248,TR-0350,RG,5
526249,TB-1060,RE,0
526258,TR-0350,LT,-1
526262,RR-0400,LG,5
526265,RR-0400,LG,7
526272,BP-0650,LE,4
526274,RR-0400,RT,1
526284,RR-0400,RG,-2
526286,RR-0400,LE,1
526288,BP-0650,LG,16
526290,RR-0400,MD,2
526291,RR-0400,RG,1
526292,JF-1900,RE,3
526304,FJ-0100,MD,11
526306,FJ-0100,LE,0
526307,RF-0500,RE,7
526309,FJ-0100,RG,5
526310,FJ-0100,MD,3
526311,FJ-0100,LG,-3
526317,SR-0700,MD,4
526319,SR-0700,LT,6
526323,CS-3400,RT,-4
526329,SR-0700,MD,8
526333,FJ-0100,MD,5
526334,FJ-0100,RG,1
526338,BB-2250,LT,12
526340,BB-2250,LT,2
526343,CS-3400,LG,2
526345,BB-2250,RG,12
526347,BB-2250,RG,-1
526351,FJ-0100,RT,-2
526360,SR-0700,LG,9
526361,SR-0700,MD,7
526362,SR-0700,MD,6
526363,SV-0200,MD,0
526367,SR-0700,LG,8
526368,SR-0700,LG,1
526373,CS-3400,MD,7
526377,SR-0700,RG,0
526383,CS-3400,MD,3
526384,CS-3400,MD,2
526385,SR-0700,MD,9
526386,SR-0700,MD,5
526389,BB-2250,MD,2
526393,FJ-0100,LT,0
526397,FJ-0100,LG,4
526402,BB-2250,RG,27
526403,BB-2250,RT,13
526404,SR-0700,MD,7
526405,SR-0700,MD,4
526407,SR-0700,LG,1
526412,CS-3400,MD,1
526416,SR-0700,LG,2
526418,BB-2250,MD,20
526419,BB-2250,LG,4
526421,BB-2250,MD,2
526422,TB-2300,LT,4
526426,FJ-0100,MD,-2
526431,SR-0700,RG,3
526433,SR-0700,LG,11
526437,CS-3400,MD,14
526438,FJ-0100,RG,2
526439,FJ-0100,RG,5
526441,SR-0700,LG,13
526442,BB-2250,LG,13
526443,BB-2250,LT,14
526445,SR-0700,LT,2
526452,BB-2250,LG,5
526453,BB-2250,LT,7
526462,RF-0500,MD,5
526463,CS-3400,MD,8
526465,RF-0500,MD,2
526470,SR-0700,MD,1
526472,BB-2250,MD,6
526473,BB-2250,RG,-1
526478,SR-0700,LG,-2
526479,SR-0700,LT,1
526483,TC-1300,LG,2
526484,TC-1300,RG,12
526486,JW-2600,MD,8
526489,JB-1700,MD,0
526490,JB-1700,RG,0
526496,JB-1700,RG,12
526497,JB-1700,MD,-1
526505,RM-1200,MD,-4
526511,JC-2300,LT,-11
526512,JB-1700,MD,4
526513,JB-1700,RG,1
526516,JC-2300,MD,1
526523,JB-1700,RG,3
526524,JB-1700,RT,2
526528,RM-1200,RG,2
526531,JC-2300,MD,6
526536,RM-1200,RE,0
526539,RM-1200,LT,3
526543,JC-2300,RT,5
526544,PR-0300,MD,-8
526549,JC-2300,MD,8
526552,JC-2300,LE,37
526557,JB-1700,MD,2
526566,JC-2300,RT,0
526570,SD-0800,MD,3
526574,PR-0300,NL,-1
526576,JC-2300,RE,0
526580,JC-2300,LE,7
526581,JC-2300,LE,4
526585,JC-2300,RE,2
526588,SD-0800,MD,-1
526592,PR-0300,RE,1
526593,JB-1700,MD,0
526596,JC-2300,MD,3
526600,JB-1700,RG,3
526605,SD-0800,MD,3
526608,JB-1700,RG,3
526610,LM-0700,MD,0
526612,JC-2300,LE,10
526613,JC-2300,LE,1
526615,SD-0800,MD,7
526616,RM-1200,MD,6
526617,RM-1200,MD,4
526619,RM-1200,RE,4
526620,RM-1200,LE,4
526621,JB-1700,MD,3
526623,JB-1700,LE,0
526628,JC-2300,MD,13
526630,CG-2150,LE,15
526631,JC-2300,MD,-2
526636,JB-1700,RE,7
526637,RM-1200,LE,8
526638,RM-1200,LE,9
526639,RM-1200,LT,6
526640,RM-1200,MD,14
526641,LM-0700,LT,4
526642,RM-1200,MD,5
526643,RM-1200,MD,0
526646,JC-2300,MD,8
526662,CN-0500,LE,32
526663,JS-6700,RE,-1
526669,MT-2400,RE,1
526672,MT-2400,RG,6
526673,MT-2400,RT,12
526674,JR-2800,RE,1
526676,JR-2800,RT,4
526677,MT-2400,RE,6
526678,MT-2400,RE,3
526686,JS-6700,RE,1
526690,MT-2400,LE,17
526691,MT-2400,RG,11
526695,SS-2100,LE,10
526703,DW-3600,RE,10
526704,DW-3600,RE,13
526705,DW-3600,RG,2
526707,JS-6700,LE,6
526709,DW-3600,LG,13
526712,MT-2400,RT,1
526716,JS-6700,RT,7
526717,DW-3600,RE,-2
526720,MT-2400,RT,3
526723,JR-2800,RT,5
526726,MT-2400,RE,1
526731,MT-1300,RG,4
526736,CN-0500,RE,6
526737,CN-0500,RE,2
526740,JS-6700,RG,1
526741,JS-6700,LG,1
526743,MT-1300,MD,1
526746,MT-2400,RE,1
526751,DW-3600,RE,3
526754,MT-1300,LE,6
526755,CN-0500,LE,5
526760,DW-3600,RE,2
526762,CN-0500,MD,15
526763,CN-0500,MD,4
526769,JR-2800,LT,3
526773,DW-3600,RE,-1
526775,CN-0500,RE,11
526779,MT-2400,RT,14
526780,MT-2400,LE,27
526781,JR-2800,LT,2
526782,JR-2800,LG,3
526786,MT-1300,RG,3
526787,JS-6700,RE,15
526788,JS-6700,LG,5
526803,DW-3600,RE,1
526804,JS-6700,MD,1
526811,JS-6700,RG,4
526812,CN-0500,LE,10
526813,DW-3600,LG,4
526814,DW-3600,RG,4
526815,CN-0500,LT,1
526828,FG-0200,RE,2
526829,FG-0200,RT,3
526833,TT-0700,MD,2
526834,SG-1300,RG,3
526837,SG-1300,RT,5
526838,SG-1300,MD,2
526841,FG-0200,LT,5
526842,FG-0200,RT,6
526843,CK-0100,LT,17
526847,FG-0200,LE,3
526850,SG-1300,RG,1
526851,SG-1300,RE,5
526855,AS-1600,RE,9
526856,FG-0200,MD,4
526857,MM-0700,RE,28
526858,KH-2900,LE,11
526860,KW-1800,RE,9
526862,CK-0100,LE,7
526867,SG-1300,MD,1
526869,BP-1200,LT,3
526873,FG-0200,LE,1
526877,SG-1300,LG,4
526878,SG-1300,LG,5
526881,FG-0200,MD,6
526882,FG-0200,LG,6
526883,FG-0200,RT,-1
526890,BP-1200,LG,3
526898,AS-1600,LE,3
526901,SG-1300,LG,2
526905,KH-2900,LT,12
526906,FG-0200,RG,4
526907,FG-0200,LE,3
526910,SG-1300,RT,3
526916,KH-2900,RT,8
526917,FG-0200,MD,-2
526918,FG-0200,RG,-1
526921,BP-1200,LG,2
526927,BM-2600,LG,5
526928,FG-0200,LG,4
526929,FG-0200,LG,0
526930,FG-0200,LG,2
526933,SG-1300,RG,3
526938,TT-0700,LE,-2
526946,KH-2900,LE,13
526947,FG-0200,RT,2
526948,FG-0200,LG,11
526949,FG-0200,RT,2
526950,TG-0900,LE,7
526951,FG-0200,RT,2
526952,KH-2900,LE,9
526962,KH-2900,LT,2
526963,KH-2900,LG,0
526965,KH-2900,LG,1
526968,BP-1200,MD,3
526972,AD-1300,RT,7
526973,AD-1300,LG,3
526974,AD-1300,RG,3
526975,AD-1300,LE,3
526976,CK-0100,RE,30
526977,CK-0100,NL,-1
526978,CK-0100,NL,-1
526983,MS-4100,LE,1
526984,ML-1300,RT,1
526988,AP-0700,MD,12
526989,PH-0400,RE,-3
526993,AP-0700,LT,3
526996,ML-1300,MD,3
526999,ML-1300,LT,-3
527004,AP-0700,RT,4
527005,AP-0700,MD,7
527008,AP-0700,MD,4
527016,ML-1300,LE,-5
527021,AP-0700,LT,18
527023,AP-0700,MD,4
527025,TG-0600,LT,3
527028,PH-0400,LT,14
527030,PH-0400,MD,1
527034,ML-1300,RT,4
527038,ML-1300,LT,-1
527041,ML-1300,RT,3
527042,NB-0800,RE,8
527056,ML-1300,LE,4
527059,ML-1300,LT,0
527065,TY-0300,LE,5
527067,ML-1300,MD,4
527069,ML-1300,MD,0
527072,AP-0700,RT,7
527074,AP-0700,MD,3
527081,CP-2000,LE,5
527082,AP-0700,MD,2
527085,ML-1300,RT,2
527088,ML-1300,RT,14
527089,AP-0700,LT,1
527090,AP-0700,MD,10
527091,AP-0700,RT,-1
527092,AP-0700,LT,15
527094,TG-0600,MD,1
527095,AP-0700,MD,3
527096,AP-0700,RE,5
527097,TG-0600,RT,4
527107,JB-2700,MD,2
527108,MS-4100,MD,3
527112,AP-0700,RE,8
527113,AP-0700,MD,-1
527114,AP-0700,RT,-1
527120,MS-4100,LE,9
527128,MS-4100,MD,1
527131,AP-0700,MD,-1
527133,AP-0700,LT,0
527149,RW-3850,RE,8
527150,ML-2500,LT,4
527151,ML-2500,LT,3
527153,ML-2500,MD,7
527155,ML-2500,LT,18
527158,SJ-0200,MD,1
527159,SJ-0200,LT,1
527164,SJ-0200,RT,23
527167,SJ-0200,MD,4
527170,ML-2500,MD,2
527173,ML-2500,RG,3
527174,ML-2500,LE,-2
527176,SJ-0200,RE,4
527179,SJ-0200,RG,0
527186,DR-1450,LE,2
527189,ML-2500,LT,9
527190,ML-2500,RT,3
527191,RW-3850,RE,1
527192,ML-2500,LE,15
527193,RW-3850,MD,-5
527196,SJ-0200,MD,9
527197,DR-1450,RG,1
527201,SJ-0200,RT,5
527205,SJ-0200,RE,7
527212,LW-0500,MD,2
527219,DR-1450,MD,5
527222,DA-0900,LE,6
527223,SJ-0200,RT,0
527227,ML-2500,LT,2
527230,SJ-0200,RE,-5
527236,RT-1950,LT,9
527237,RT-1950,MD,2
527238,RT-1950,RT,11
527240,ML-2500,LT,9
