PID,BC,DIR,YDS
530339,FG-0200,MD,1
530340,FG-0200,LG,2
530342,KH-2900,MD,12
530343,KH-2900,LT,1
530345,AS-1600,MD,24
530352,CK-0100,LE,6
530354,FJ-0100,LG,4
530359,RF-0500,NL,-1
530361,FJ-0100,RG,7
530362,FJ-0100,MD,4
530364,RF-0500,RE,2
530371,FG-0200,LT,31
530372,CK-0100,LE,15
530373,FG-0200,MD,1
530379,BS-2400,LE,35
530381,FG-0200,MD,2
530382,KH-2900,LE,3
530383,KH-2900,LG,6
530385,BM-2600,LG,9
530387,FG-0200,LG,17
530390,AD-1300,LE,9
530391,FG-0200,MD,4
530393,FG-0200,MD,7
530402,FG-0200,MD,10
530403,KH-2900,LE,11
530406,AS-1600,MD,8
530407,AS-1600,LE,17
530409,CK-0100,LE,16
530412,FJ-0100,RT,2
530416,KH-2900,MD,5
530417,CK-0100,RE,2
530419,KH-2900,RT,6
530420,KH-2900,LT,26
530421,KH-2900,MD,3
530422,KH-2900,RG,5
530423,KH-2900,MD,3
530424,AD-1300,RE,5
530425,AD-1300,MD,4
530426,AD-1300,RG,3
530429,FJ-0100,LG,4
530430,FJ-0100,LT,1
530436,PM-0200,RE,10
530441,DW-4300,RG,5
530445,WM-0300,LT,-4
530448,WM-0300,LT,1
530453,SR-0700,MD,7
530454,SR-0700,RG,5
530455,SR-0700,RE,3
530457,SR-0700,MD,15
530458,SR-0700,LG,3
530460,BB-2250,MD,5
530461,BB-2250,RE,-3
530466,WM-0300,MD,4
530467,WM-0300,LG,3
530470,RH-2350,MD,7
530471,RH-2350,MD,2
530472,WM-0300,LG,1
530474,WM-0300,RG,4
530482,DW-4300,RT,0
530484,DW-4300,LG,7
530485,SR-0700,RG,8
530486,SR-0700,LT,4
530487,SR-0700,LE,3
530491,SR-0700,MD,3
530493,SV-0200,LG,1
530496,WM-0300,MD,8
530498,WM-0300,MD,9
530499,WM-0300,MD,2
530506,BB-2250,RT,-4
530509,DW-4300,LT,6
530510,BB-2250,MD,3
530511,BB-2250,RE,24
530512,SR-0700,MD,2
530514,SR-0700,MD,5
530515,SR-0700,LT,5
530516,SR-0700,LT,7
530517,BB-2250,MD,1
530518,BB-2250,MD,-4
530521,PM-0200,NL,-1
530523,SR-0700,RG,3
530527,WM-0300,MD,11
530529,WM-0300,LG,4
530530,LB-0100,MD,1
530533,SR-0700,LE,19
530535,BB-2250,LE,2
530536,BB-2250,LT,4
530538,SR-0700,MD,3
530540,DW-4300,LE,19
530541,DW-4300,LT,7
530542,DW-4300,LT,3
530546,SR-0700,LG,4
530547,SR-0700,LG,2
530548,SR-0700,LG,5
530550,SR-0700,LG,0
530551,TB-2300,MD,1
530557,SR-0700,LE,8
530568,WM-0300,MD,-1
530576,BB-2250,LE,11
530577,BB-2250,MD,-3
530582,WM-0300,RG,6
530585,RH-2350,RE,0
530587,SR-0700,RE,3
530588,SR-0700,LG,3
530590,SR-0700,LG,5
530591,SR-0700,LT,0
530602,SR-0700,RE,4
530603,SR-0700,RE,20
530604,SR-0700,LT,2
530611,WM-0300,MD,3
530612,BB-2250,LG,1
530613,BB-2250,RE,6
530615,BB-2250,LE,11
530616,TB-2300,NL,-1
530617,TB-2300,NL,-1
530618,TB-2300,NL,-1
530621,JB-1700,LE,4
530625,PT-0400,RG,2
530633,JB-1700,LT,1
530637,JB-1700,RG,1
530641,PT-0400,LT,1
530644,MI-0100,LG,6
530652,RM-1200,LE,18
530654,RM-1200,LT,7
530658,PT-0400,RG,4
530662,RM-1200,RE,12
530664,RM-1200,LE,12
530668,JB-1700,LG,4
530673,DS-3300,RG,-1
530678,DS-3300,LE,5
530683,RM-1200,LG,4
530685,RM-1200,RE,0
530691,MI-0100,LG,4
530695,RB-3900,RG,21
530706,DB-3800,NL,-1
530708,MI-0100,LG,2
530709,DS-3300,LE,3
530711,RM-1200,LG,2
530713,RM-1200,LE,13
530718,PT-0400,LG,3
530726,RM-1200,LG,-4
530728,RM-1200,LG,12
530730,RM-1200,RG,2
530734,RB-3900,RT,6
530738,MI-0100,RG,1
530741,PT-0400,RG,8
530743,PT-0400,RG,4
530748,RM-1200,LT,2
530757,PT-0400,RG,4
530759,MI-0100,RG,3
530760,DS-3300,LE,-1
530771,PT-0400,LE,3
530772,PT-0400,LG,1
530775,DS-3300,LG,3
530794,DB-3800,NL,-1
530798,KM-0450,RE,14
530800,AF-0900,LT,3
530802,JF-2800,RT,1
530806,SG-1300,LG,0
530812,AF-0900,LG,2
530816,SG-1300,LG,0
530820,JF-2800,LG,0
530821,DP-1950,LE,-3
530824,BP-1200,MD,2
530825,JM-3600,RT,1
530829,AF-0900,LT,46
530830,AF-0900,LE,0
530834,SG-1300,RG,3
530835,SG-1300,MD,4
530837,TT-0700,LT,3
530844,AF-0900,MD,8
530845,AF-0900,RT,21
530846,AF-0900,LE,13
530849,TT-0700,LT,3
530850,BP-1200,RT,3
530852,MS-0100,MD,1
530857,AF-0900,RT,4
530864,AF-0900,LG,3
530867,SG-1300,RG,4
530869,SG-1300,MD,2
530875,BP-1200,MD,5
530881,JM-3600,RT,1
530883,JM-3600,RG,11
530884,JK-1000,MD,-4
530886,AF-0900,LE,4
530887,AF-0900,MD,4
530888,AF-0900,LT,2
530891,JF-2800,RT,0
530893,AF-0900,LT,2
530894,AF-0900,LT,5
530896,JF-2800,LT,5
530897,AF-0900,LT,3
530904,AF-0900,RT,8
530905,AF-0900,RG,1
530906,AF-0900,MD,1
530907,AF-0900,MD,1
530909,AF-0900,RE,1
530913,SG-1300,RG,1
530916,TT-0700,LG,13
530917,TT-0700,LT,0
530923,AF-0900,LG,4
530925,AF-0900,MD,0
530927,SG-1300,MD,12
530928,JM-3600,RG,-8
530930,TT-0700,LT,0
530935,AF-0900,LT,12
530936,AF-0900,LG,8
530937,AF-0900,LT,1
530938,AF-0900,LG,0
530940,BP-1200,MD,8
530947,AF-0900,LG,-1
530948,AF-0900,LE,0
530949,AF-0900,RE,-4
530955,CJ-1700,MD,7
530957,CJ-1700,MD,5
530967,RM-3900,MD,3
530972,CJ-1700,RT,3
530979,MH-1600,MD,2
530980,CJ-1700,RG,0
530990,RM-3900,MD,-4
530993,CJ-1700,LT,0
530994,JH-1400,LT,1
530997,RM-3900,MD,2
531002,CJ-1700,RT,4
531007,RM-3900,MD,5
531013,RM-3900,MD,2
531021,IR-0100,MD,3
531024,CJ-1700,RT,7
531025,CJ-1700,LG,1
531027,CJ-1700,MD,7
531033,CJ-1700,MD,9
531045,RM-3900,RG,-2
531047,IR-0100,RG,3
531049,BB-1300,LG,3
531051,IR-0100,MD,4
531056,CJ-1700,LT,13
531057,CJ-1700,RT,2
531063,IR-0100,RT,-1
531064,IR-0100,MD,5
531069,BB-1300,LG,3
531070,BB-1300,MD,10
531071,BB-1300,RG,2
531072,BB-1300,MD,0
531076,BB-1300,MD,0
531078,BB-1300,RG,1
531081,CJ-1700,LT,8
531082,CJ-1700,RG,1
531085,CJ-1700,RE,2
531088,BB-1300,MD,2
531093,CJ-1700,MD,12
531096,CJ-1700,RT,2
531097,JH-1400,MD,0
531102,CJ-1700,LE,5
531109,BB-1300,LG,2
531111,BR-1100,RT,14
531113,BB-1300,MD,-1
531119,CJ-1700,RT,3
531122,BG-1800,LT,1
531123,BG-1800,LG,6
531128,TR-0350,LG,-1
531129,TR-0350,LG,4
531132,TR-0350,LT,1
531135,BG-1800,LG,3
531140,TR-0350,RT,7
531141,TR-0350,RG,2
531142,TR-0350,LG,7
531143,TR-0350,RG,3
531148,BG-1800,RG,3
531151,MH-0800,RG,3
531154,MH-0800,LG,1
531155,MH-0800,LG,6
531160,BG-1800,RT,6
531163,BG-1800,LT,2
531164,CP-0800,LT,7
531169,TR-0350,RT,0
531171,CO-0300,RG,6
531174,BG-1800,RG,1
531175,BG-1800,LT,0
531180,TR-0350,RG,-1
531184,BG-1800,LT,20
531185,BG-1800,LT,3
531190,TR-0350,RG,1
531191,TR-0350,LG,8
531205,BG-1800,LG,2
531207,AD-0100,RE,2
531209,TR-0350,RG,2
531210,TR-0350,RG,-1
531214,AH-1900,LT,2
531219,TR-0350,LT,5
531221,BW-0850,MD,2
531224,AD-0100,LT,3
531232,BG-1800,LT,2
531233,BG-1800,LG,0
531239,JC-5600,RE,8
531240,BW-0850,MD,2
531242,MH-0800,LG,6
531243,MH-0800,LG,6
531244,MH-0800,LT,0
531245,MH-0800,RG,1
531249,BG-1800,RG,6
531250,BG-1800,LG,3
531251,BG-1800,RG,4
531259,MH-0800,RT,14
531260,MH-0800,RG,4
531261,MH-0800,RG,5
531277,MH-0800,LT,5
531278,MH-0800,RT,1
531288,MH-0800,LT,2
531289,MH-0800,RG,4
531290,MH-0800,LT,-2
531298,BW-0850,NL,-1
531304,DM-0450,RT,6
531307,DM-0450,RT,2
531309,JC-2300,LE,4
531310,NE-0600,MD,5
531311,SD-0800,MD,1
531313,JC-2300,MD,2
531316,SD-0800,MD,5
531318,JC-2300,RG,1
531322,LB-0500,MD,4
531325,SD-0800,MD,3
531327,JC-2300,RT,0
531328,SD-0800,RT,3
531335,BQ-0100,MD,9
531336,JC-2300,LG,2
531339,JC-2300,RG,4
531342,NE-0600,MD,7
531343,NE-0600,RG,2
531344,NE-0600,MD,0
531345,SD-0800,RG,2
531347,SD-0800,MD,-5
531356,JF-3100,LT,7
531358,DW-1000,MD,6
531360,DM-0450,MD,4
531365,JC-2300,LG,-5
531369,JF-3100,LG,3
531370,DM-0450,LE,10
531371,DM-0450,MD,5
531373,DM-0450,LE,4
531379,JC-2300,LE,8
531381,JC-2300,LE,2
531384,JC-2300,RE,2
531389,JC-2300,RT,22
531390,SD-0800,LT,-1
531392,SD-0800,MD,-2
531395,DM-0450,MD,1
531397,DM-0450,MD,6
531402,JC-2300,LT,-2
531404,BQ-0100,MD,2
531405,SD-0800,MD,3
531408,LB-0500,LG,1
531414,DM-0450,MD,-1
531417,DM-0450,MD,1
531423,SD-0800,MD,-1
531426,DM-0450,LT,23
531427,DM-0450,LG,2
531429,DM-0450,LT,13
531437,NE-0600,RG,4
531441,LB-0500,LE,2
531442,LB-0500,LG,35
531443,LB-0500,MD,4
531444,LB-0500,MD,0
531445,LB-0500,RG,12
531448,SD-0800,RG,3
531452,JF-3100,NL,-1
531454,SJ-0200,RT,5
531455,DR-1450,RE,44
531456,SJ-0200,LT,5
531464,RB-4900,MD,9
531468,SJ-0200,LT,-3
531477,RB-4900,MD,-5
531481,DR-1450,RE,2
531482,DR-1450,LE,11
531484,DR-1450,RT,6
531495,SB-1100,LT,8
531496,SJ-0200,RG,12
531497,SJ-0200,MD,2
531498,SJ-0200,LT,0
531499,SB-1100,LE,21
531502,SJ-0200,LG,11
531510,RB-4900,LT,0
531515,RB-4900,RT,0
531520,SJ-0200,RT,4
531524,SJ-0200,MD,4
531530,DR-1450,LG,5
531534,RT-0150,NL,-1
531536,RB-4900,RE,2
531540,RB-4900,LT,1
531550,SJ-0200,MD,3
531551,DR-1450,MD,-1
531554,DR-1450,RE,4
531562,DR-1450,LE,1
531565,DR-1450,RG,2
531566,DR-1450,LT,1
531570,RB-4900,RE,5
531572,RT-0150,RG,-17
531574,RT-0150,RG,10
531577,SJ-0200,RE,7
531578,SJ-0200,RT,2
531583,SB-1100,RE,4
531584,DR-1450,RT,1
531586,SB-1100,MD,1
531589,RT-0150,RE,5
531590,RB-4900,LE,4
531591,RT-0150,MD,2
531593,RB-4900,LE,0
531594,RB-4900,RE,0
531595,CC-2500,MD,3
531596,RB-4900,MD,2
531598,RB-4900,MD,-1
531612,ML-1300,MD,5
531616,DJ-0200,RE,-14
531621,NB-0800,RE,6
531626,LM-1000,RT,-2
531630,ML-1300,LE,14
531632,JB-2700,MD,13
531636,ML-1300,MD,3
531639,ML-1300,MD,4
531646,MV-0300,MD,12
531647,MV-0300,MD,-6
531648,LM-1000,MD,5
531655,LM-1000,MD,-1
531660,JB-2700,LG,9
531661,JB-2700,RE,-1
531662,JB-2700,LT,-2
531667,LM-1000,RE,6
531668,LM-1000,RE,3
531671,ML-1300,RT,0
531674,ML-1300,MD,2
531677,ML-1300,RT,7
531681,LM-1000,RE,0
531684,BB-3350,LE,2
531688,LM-1000,MD,1
531698,MV-0300,RE,9
531704,LM-1000,MD,11
531707,LM-1000,RT,4
531708,MV-0300,LE,10
531710,BB-3350,RE,1
531712,BB-3350,LE,-4
531714,MV-0300,LE,4
531715,MV-0300,RE,9
531716,LM-1000,LT,-5
531721,ML-1300,RE,3
531726,LM-1000,RE,-2
531730,BB-3350,LT,5
531738,MS-4100,RE,3
531739,ML-1300,RT,6
531743,MV-0300,LE,9
531745,LM-1000,RE,1
531747,LM-1000,RE,-4
531749,MV-0300,RE,6
531752,NB-0800,LE,16
531754,ML-1300,MD,3
531756,ML-1300,RG,8
531760,MS-4100,LE,1
531765,JB-2700,RT,8
531766,JB-2700,RE,3
531767,JB-2700,LT,8
531770,ML-1300,LE,0
531775,LM-1000,RT,5
531791,BB-3350,RE,0
531800,ML-1300,RT,8
531801,ML-1300,LE,8
531802,MS-4100,LT,3
531816,ML-1300,RT,-1
531817,KW-1200,RT,1
531821,MT-2400,RG,9
531822,MT-2400,RT,3
531824,DM-1600,LE,7
531826,DM-1600,LG,-11
531827,JR-2800,RG,0
531829,JR-2800,LE,-2
531832,DM-1600,LG,4
531834,DM-1600,RG,-2
531838,DM-1600,RE,8
531843,DM-1600,LG,-1
531844,DM-1600,RE,7
531845,DH-2800,LE,20
531846,MG-1000,LE,1
531848,DM-1600,RT,-1
531853,MT-2400,LG,9
531854,MT-2400,LG,5
531860,MT-2400,LE,-2
531864,DM-1600,LE,14
531865,DM-1600,LE,1
531871,DM-1600,RT,7
531873,DM-1600,LE,-3
531880,DM-1600,RG,3
531889,DM-1600,RG,1
531891,DM-1600,LT,2
531892,DM-1600,RE,2
531895,MT-2400,LE,-3
531900,DM-1600,LG,7
531904,DM-1600,RG,3
531908,MT-2400,LE,1
531917,DM-1600,RG,4
531920,MT-2400,LT,1
531922,JS-4800,LT,-1
531925,DM-1600,LG,4
531926,DM-1600,LG,3
531928,MG-1000,RT,6
531931,MG-1000,MD,9
531933,MT-2400,RT,1
531937,DM-1600,LE,3
531938,DM-1600,LE,-3
531942,DM-1600,RT,4
531946,MT-2400,MD,1
531947,MR-2500,LG,15
531948,MT-2400,LG,8
531953,MG-1000,RT,43
531955,DM-1600,RG,2
531967,DM-1600,LT,3
531968,DM-1600,LG,2
531982,DA-2100,RE,-1
531984,VB-0050,LT,4
531985,VB-0050,LT,5
531988,SG-1300,RG,5
531989,SG-1300,RT,1
531993,VB-0050,LT,3
531997,VB-0050,LE,1
532003,SG-1300,RT,3
532004,TT-0700,MD,3
532005,SG-1300,MD,21
532006,SG-1300,MD,4
532007,JM-3600,LE,7
532009,SG-1300,LT,2
532011,SG-1300,RT,7
532012,BP-1200,MD,4
532013,SG-1300,LT,6
532018,DC-1100,MD,1
532019,MM-4800,RG,5
532020,SG-1300,RT,5
532021,SG-1300,LE,-1
532025,SG-1300,LT,10
532031,MM-4800,MD,3
532042,SG-1300,RE,19
532043,SG-1300,LT,6
532046,BP-1200,MD,-2
532050,SG-1300,LE,3
532052,TT-0700,MD,3
532056,AL-1100,NL,-1
532058,SG-1300,MD,4
532062,VB-0050,LT,1
532064,VB-0050,MD,4
532066,DC-1100,MD,5
532067,VB-0050,MD,2
532070,SG-1300,MD,3
532071,SG-1300,MD,5
532077,VB-0050,MD,5
532079,DC-1100,MD,3
532080,DC-1100,MD,4
532083,BP-1200,MD,8
532084,BP-1200,MD,4
532085,JM-3600,RT,3
532087,JM-3600,MD,61
532088,SG-1300,MD,2
532089,SG-1300,RT,4
532102,SG-1300,MD,0
532104,SG-1300,MD,6
532105,SG-1300,MD,1
532106,SG-1300,MD,4
532107,SG-1300,MD,7
532108,SG-1300,MD,0
532112,MM-4800,LT,-3
532121,SG-1300,LE,16
532122,SG-1300,LE,2
532123,SG-1300,RT,3
532124,TT-0700,RT,0
532128,SG-1300,LT,4
532129,SG-1300,RE,6
532130,SG-1300,MD,1
532131,TT-0700,MD,1
532132,SG-1300,MD,2
532140,MS-0100,NL,-1
532142,RR-0400,LG,1
532145,RR-0400,LG,6
532146,RR-0400,RG,3
532147,RR-0400,RT,9
532148,RR-0400,LG,2
532151,RR-0400,LG,3
532152,RR-0400,MD,3
532154,BP-0650,RE,-1
532157,DM-4300,RG,5
532159,DM-4300,LG,4
532160,DM-4300,LE,2
532163,DM-4300,LE,28
532165,FJ-0300,LT,22
532173,DM-4300,LT,5
532174,DM-4300,RG,13
532175,DM-4300,LG,6
532176,DM-4300,LE,9
532177,FJ-0300,RG,4
532178,FJ-0300,RG,4
532179,DM-4300,RT,3
532180,DM-4300,LG,6
532186,RR-0400,LG,12
532187,RR-0400,LT,3
532192,BP-0650,LG,16
532193,RR-0400,LT,4
532196,RR-0400,RG,1
532199,DM-4300,RG,2
532202,DM-4300,LE,2
532205,DM-4300,LT,5
532211,RR-0400,RG,1
532222,FJ-0300,RT,1
532224,FJ-0300,LG,11
532225,FJ-0300,RG,3
532229,FJ-0300,MD,6
532235,DM-4300,RE,3
532237,FJ-0300,LT,6
532238,FJ-0300,LG,5
532239,FJ-0300,RE,-1
532242,FJ-0300,RT,4
532243,FJ-0300,RG,4
532244,FJ-0300,LE,9
532245,PT-0100,LG,4
532246,PT-0100,RG,-1
532248,FJ-0300,RT,3
532253,RR-0400,RG,1
532256,FJ-0300,LG,2
532258,PT-0100,RG,4
532259,PT-0100,RG,1
532263,BP-0650,LG,4
532264,BP-0650,LE,2
532267,PT-0100,RT,6
532268,PT-0100,LT,9
532269,PT-0100,RT,1
532270,LD-0850,RT,11
532272,PT-0100,LT,1
532277,RR-0400,RG,9
532278,JF-1900,RG,3
532281,RR-0400,RT,4
532288,RR-0400,RT,1
532291,FJ-0300,RT,3
532302,PT-0100,LG,6
532304,FJ-0300,LG,3
532312,FJ-0300,MD,3
532319,JF-1900,NL,-1
532321,FJ-0100,MD,4
532322,LS-1700,MD,2
532327,CS-3400,RT,9
532328,BS-2400,RT,3
532331,CS-3400,LT,0
532332,FJ-0100,LT,4
532335,LS-1700,MD,-1
532339,FJ-0100,LT,6
532340,FJ-0100,MD,3
532341,FJ-0100,MD,6
532342,FJ-0100,MD,1
532343,RF-0500,MD,4
532345,FJ-0100,MD,1
532348,CS-3400,LT,10
532351,WP-0700,LT,1
532352,LS-1700,MD,3
532354,LS-1700,LT,1
532355,LS-1700,RT,0
532358,CS-3400,RT,0
532363,LS-1700,RT,2
532366,FJ-0100,RT,4
532370,WP-0700,MD,-1
532373,WP-0700,LT,2
532377,WP-0700,LE,17
532378,WP-0700,LT,5
532382,CS-3400,MD,3
532383,CS-3400,MD,5
532386,WP-0700,LT,2
532387,WP-0700,LT,9
532391,RJ-0900,RE,24
532392,LS-1700,MD,1
532402,LS-1700,RT,3
532406,RF-0500,MD,2
532408,CS-3400,RE,7
532410,FJ-0100,LT,0
532415,WP-0700,LT,7
532416,WP-0700,RT,6
532417,WP-0700,LE,3
532419,WP-0700,LT,2
532420,WP-0700,LT,6
532424,KK-1200,LE,15
532430,CS-3400,MD,7
532431,CS-3400,MD,33
532432,BS-2400,MD,16
532433,FJ-0100,MD,1
532436,KK-1200,RT,18
532437,LS-1700,RT,11
532438,LS-1700,RT,0
532439,KK-1200,LE,12
532446,FJ-0100,MD,3
532447,CS-3400,MD,1
532449,CS-3400,MD,-4
532454,WP-0700,LE,11
532458,FJ-0100,MD,7
532459,FJ-0100,RT,3
532460,FJ-0100,MD,1
532464,KK-1200,RT,22
532465,KK-1200,RE,-1
532475,FJ-0100,MD,2
532476,FJ-0100,MD,7
532487,CS-3400,MD,17
532493,LS-1700,LT,0
532496,RF-0500,RT,-1
532501,SR-0700,RT,2
532502,SR-0700,LT,1
532506,ML-2500,LG,4
532507,ML-2500,RT,0
532511,ML-2500,LT,4
532512,ML-2500,RT,5
532513,ML-2500,RG,-2
532525,ML-2500,RT,7
532530,RW-3850,RT,9
532536,BB-2250,RT,3
532541,BB-2250,RG,13
532542,BB-2250,RT,3
532547,BB-2250,LT,2
532549,BB-2250,MD,5
532550,BB-2250,LT,2
532554,RT-1950,LT,5
532555,RT-1950,LE,11
532556,RT-1950,LT,1
532558,RW-3850,LT,1
532559,ML-2500,RE,-1
532562,SR-0700,MD,3
532566,SR-0700,RG,2
532574,ML-2500,LT,3
532576,ML-2500,RT,6
532578,JR-3700,MD,-14
532584,ML-2500,RG,-4
532586,RT-1950,MD,5
532590,DW-4300,LG,7
532592,SR-0700,LT,6
532593,SR-0700,MD,-3
532604,SR-0700,RE,-1
532608,SR-0700,LT,5
532610,ML-2500,RT,4
532611,ML-2500,RT,3
532619,SR-0700,LG,3
532622,DW-4300,RG,5
532623,DW-4300,RT,4
532626,ML-2500,RT,3
532630,SR-0700,LE,0
532632,SR-0700,RT,4
532633,SR-0700,MD,4
532634,SR-0700,RE,0
532639,RT-1950,LG,5
532646,SR-0700,LT,6
532647,DW-4300,RT,9
532652,ML-2500,LT,7
532656,SR-0700,LE,1
532657,SR-0700,RT,1
532660,RW-3850,RE,9
532662,ML-2500,LT,2
532670,RW-3850,NL,-1
532671,RW-3850,NL,-1
532674,FG-0200,MD,0
532675,KH-2900,LE,15
532680,FG-0200,LT,13
532681,AS-1600,LE,4
532683,FG-0200,RT,0
532685,AB-2600,RE,6
532689,FG-0200,RG,10
532694,FG-0200,MD,5
532697,FG-0200,MD,-1
532698,FG-0200,MD,6
532705,AB-2600,RE,2
532706,AB-2600,LT,-1
532710,AB-2600,MD,1
532711,AB-2600,LE,3
532713,AB-2600,MD,0
532714,AB-2600,LG,2
532719,FG-0200,MD,3
532726,AB-2600,MD,3
532728,AB-2600,MD,5
532729,AB-2600,RT,3
532730,AB-2600,RG,-1
532749,AB-2600,LE,7
532752,AB-2600,LG,11
532753,AB-2600,MD,0
532754,AB-2600,LG,4
532755,AB-2600,LG,1
532758,KH-2900,LT,2
532759,MM-0700,RE,7
532771,AB-2600,LG,0
532773,EM-0200,LE,1
532776,AS-1600,RE,1
532782,AB-2600,LG,15
532783,AB-2600,LT,-1
532789,KH-2900,MD,7
532791,CK-0100,MD,-1
532794,AB-2600,MD,3
532795,AB-2600,MD,23
532797,AB-2600,MD,-2
532806,AB-2600,RG,13
532807,AB-2600,LG,11
532808,DW-4050,LE,11
532809,DW-4050,RT,4
532810,DW-4050,RG,4
532811,DW-4050,MD,20
532812,AB-2600,MD,3
532813,AB-2600,LG,5
532814,AB-2600,LT,0
532816,DW-4050,MD,-3
532817,DW-4050,LT,4
532818,DW-4050,MD,-5
532821,KH-2900,MD,2
532824,CK-0100,LE,7
532828,EM-0200,NL,-1
532829,EM-0200,NL,-1
532831,CP-2000,RE,2
532832,AP-0700,RG,3
532835,AP-0700,LG,32
532836,AP-0700,RT,5
532841,AM-2850,RE,-4
532842,AM-2850,LG,-3
532845,AP-0700,LE,9
532849,AP-0700,LE,-2
532854,RG-1850,LE,7
532857,PH-0400,RE,-7
532858,AP-0700,RE,1
532860,AP-0700,MD,-1
532862,TG-0600,LG,1
532865,AM-2850,LG,4
532867,AM-2850,RG,3
532869,BB-0600,RE,-1
532870,AM-2850,MD,3
532873,RG-1850,LT,5
532874,BB-0600,RE,-1
532880,AP-0700,RE,1
532883,AM-2850,LE,3
532888,AM-2850,MD,15
532889,AM-2850,LG,0
532891,RG-1850,LE,7
532893,AM-2850,RE,6
532894,ER-0600,LG,0
532895,AM-2850,LT,1
532902,CP-2000,LE,7
532909,RG-1850,NL,-1
532911,AM-2850,RG,3
532912,AM-2850,RT,6
532913,AM-2850,MD,1
532917,AM-2850,RG,4
532919,RG-1850,RE,15
532920,RG-1850,LE,3
532921,RG-1850,LT,7
532925,AP-0700,MD,3
532926,AP-0700,LT,2
532927,AP-0700,MD,6
532928,AP-0700,RE,5
532932,PH-0400,RT,2
532933,AP-0700,RT,2
532937,RG-1850,RE,4
532938,RG-1850,LT,4
532939,RG-1850,RE,4
532944,RG-1850,LE,8
532946,AP-0700,RT,2
532949,AP-0700,RG,3
532957,AP-0700,MD,8
532960,AP-0700,MD,0
532968,AM-2850,RE,-3
532972,CP-2000,LE,2
532973,CP-2000,MD,2
532982,AM-2850,LE,8
532983,RG-1850,LG,76
533003,RG-1850,NL,-1
533007,BT-0200,MD,10
533009,AG-1700,RG,3
533010,AG-1700,RT,2
533012,AG-1700,RT,7
533021,AF-0900,RT,4
533025,AG-1700,MD,10
533029,AG-1700,RG,1
533033,AF-0900,LT,2
533037,AF-0900,LT,2
533038,AF-0900,LT,-2
533043,AG-1700,LT,3
533049,AF-0900,LG,-1
533052,AF-0900,RT,1
533053,BT-0200,MD,1
533056,AF-0900,RT,1
533058,AF-0900,LG,3
533059,AF-0900,RT,1
533062,AG-1700,RG,8
533064,AR-1300,MD,2
533065,AG-1700,RT,0
533073,AF-0900,LE,5
533076,AF-0900,RE,3
533078,MS-0200,MD,-2
533082,AG-1700,RG,2
533084,AR-1300,MD,15
533086,JK-2200,RG,5
533090,AF-0900,LT,-1
533091,AF-0900,RT,4
533093,AG-1700,LT,3
533095,AG-1700,LT,0
533097,AG-1700,MD,-3
533099,AG-1700,MD,5
533109,AG-1700,RG,1
533115,AF-0900,MD,2
533120,AG-1700,MD,0
533125,AF-0900,MD,4
533130,AF-0900,RT,0
533131,AF-0900,RE,1
533134,AG-1700,RT,9
533141,AG-1700,MD,5
533142,AG-1700,MD,5
533143,AG-1700,LE,-1
533147,JF-2800,RT,3
533153,JF-2800,MD,8
533154,JF-2800,RT,8
533156,BT-0200,LE,3
533160,AG-1700,LE,-1
533161,AG-1700,RT,2
533166,JS-6200,MD,2
533167,JK-2200,MD,1
533168,AG-1700,MD,4
533174,JF-2800,LG,4
533176,JS-6200,RE,3
533177,JS-6200,MD,1
533178,JS-6200,MD,4
533179,JS-6200,LT,1
533180,JF-2800,RT,4
533181,JF-2800,LG,3
533182,JF-2800,RT,17
533184,RM-1200,RG,1
533186,RM-1200,LE,-1
533189,WM-0300,LT,1
533191,WM-0300,LT,-1
533194,RM-1200,LE,-1
533197,RM-1200,RE,4
533202,RM-1200,MD,4
533206,WM-0300,LT,5
533208,WM-0300,MD,-3
533212,RM-1200,RT,7
533213,RM-1200,LG,0
533219,RM-1200,MD,0
533229,RH-2350,RT,3
533233,RM-1200,MD,2
533235,RM-1200,MD,3
533240,WM-0300,MD,0
533242,WM-0300,MD,4
533247,WM-0300,LT,-1
533251,RM-1200,MD,5
533253,RM-1200,MD,4
533256,RM-1200,LE,10
533257,RM-1200,MD,3
533258,RM-1200,RT,6
533259,JB-1700,RT,1
533264,PM-0200,NL,-1
533267,WM-0300,MD,2
533272,RH-2350,RT,0
533276,RM-1200,LT,3
533278,RM-1200,MD,13
533279,JB-1700,RE,2
533281,RM-1200,LE,1
533284,RM-1200,MD,2
533289,RM-1200,MD,1
533293,WM-0300,MD,9
533294,WM-0300,LT,2
533296,WM-0300,LE,0
533300,WM-0300,MD,9
533301,WM-0300,MD,2
533308,RM-1200,RE,2
533312,WM-0300,LE,9
533320,RM-1200,MD,5
533321,RB-3900,MD,3
533324,WM-0300,RG,8
533326,WM-0300,RT,5
533330,WM-0300,MD,5
533333,RB-3900,MD,6
533336,RB-3900,MD,4
533348,PM-0200,NL,-1
533349,PM-0200,NL,-1
533351,FG-0200,LG,7
533352,FG-0200,MD,6
533353,KW-1800,RE,3
533357,FG-0200,RG,4
533361,ML-2500,RT,2
533362,ML-2500,RT,4
533366,ML-2500,RG,-1
533367,ML-2500,RE,5
533375,FG-0200,RG,18
533376,KH-2900,MD,6
533377,KH-2900,RE,9
533380,FG-0200,LT,1
533384,ML-2500,RT,7
533387,ML-2500,RG,15
