UID,GID,PLAYER,PA,PC,PY,INT,TDP,RA,SRA,RY,TDR,TRG,REC,RECY,TDRE,FUML,PENY,FPTS,GAME,SEAS,YEAR,TEAM
998,3238,RF-0500,39,22,350,4,4,3,1,14,0,0,0,0,0,0,0,23.4,4,8,2012,BUF
999,3238,TG-1550,0,0,0,0,0,0,0,0,0,8,4,34,0,0,0,3.4,3,1,2012,BUF
1000,3238,SC-0400,0,0,0,0,0,0,0,0,0,8,4,62,2,0,0,18.2,4,6,2012,BUF
1001,3238,TB-2300,36,22,340,0,3,1,1,4,1,0,0,0,0,0,0,32,4,13,2012,NE
1002,3238,DF-0500,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,1.8,1,5,2012,NE
1003,3238,SV-0200,0,0,0,0,0,1,0,0,0,2,1,5,0,0,0,0.5,1,2,2012,NE
1004,3238,RG-2200,0,0,0,0,0,0,0,0,0,11,5,104,1,1,0,14.4,4,3,2012,NE
1005,3238,SR-0700,0,0,0,0,0,22,15,106,2,0,0,0,0,0,0,22.6,4,2,2012,NE
1006,3238,WW-0200,0,0,0,0,0,0,0,0,0,11,9,129,0,1,0,10.9,4,9,2012,NE
1007,3238,CS-3400,0,0,0,0,0,8,4,33,0,2,2,5,0,1,0,1.8,4,3,2012,BUF
1008,3238,SJ-0600,0,0,0,0,0,0,0,0,0,10,2,23,0,0,0,2.3,4,5,2012,BUF
1009,3238,BL-1200,0,0,0,0,0,0,0,0,0,7,3,50,1,0,0,11,4,10,2012,NE
1010,3238,DD-1200,0,0,0,0,0,0,0,0,0,2,2,36,0,0,0,3.6,2,3,2012,BUF
1011,3238,BB-2250,0,0,0,0,0,16,11,137,1,1,1,11,0,0,0,20.8,3,1,2012,NE
1012,3238,DW-4300,0,0,0,0,0,0,0,0,0,2,2,23,1,0,0,8.3,4,4,2012,NE
1013,3238,BS-2400,0,0,0,0,0,0,0,0,0,2,2,49,1,0,0,10.9,3,7,2012,BUF
1014,3238,DJ-2700,0,0,0,0,0,0,0,0,0,3,2,90,1,0,0,15,4,3,2012,BUF
1015,3238,TC-1300,0,0,0,0,0,2,1,14,0,1,1,1,0,0,0,1.5,4,5,2012,BUF
1016,3238,JW-2600,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0.8,3,2,2012,BUF
1017,3239,PR-0300,23,18,209,1,2,3,0,-8,0,0,0,0,0,0,13,12.3,4,9,2012,SD
1018,3239,JB-1700,0,0,0,0,0,15,5,39,1,4,4,42,1,0,0,20.1,3,6,2012,SD
1019,3239,LM-0700,0,0,0,0,0,2,1,4,0,1,1,-2,0,0,0,0.2,3,6,2012,SD
1020,3239,RM-3500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,5,2012,SD
1021,3239,MF-0800,0,0,0,0,0,0,0,0,0,3,2,23,0,0,0,2.3,4,9,2012,SD
1022,3239,ER-0500,0,0,0,0,0,0,0,0,0,5,3,16,1,0,0,7.6,4,5,2012,SD
1023,3239,MC-0700,42,24,249,3,2,0,0,0,0,0,0,0,0,0,5,11.5,4,8,2012,KC
1024,3239,DB-3200,0,0,0,0,0,0,0,0,0,12,7,108,1,0,0,16.8,4,6,2012,KC
1025,3239,RM-1200,0,0,0,0,0,14,9,61,0,2,2,21,0,0,0,8.2,2,3,2012,SD
1026,3239,AG-0500,0,0,0,0,0,0,0,0,0,3,3,59,0,0,0,5.9,3,10,2012,SD
1027,3239,TM-3000,0,0,0,0,0,0,0,0,0,4,3,18,0,0,10,0.8,4,3,2012,KC
1028,3239,JC-2300,0,0,0,0,0,17,8,92,1,4,3,23,1,2,0,19.5,4,5,2012,KC
1029,3239,DM-1200,0,0,0,0,0,0,0,0,0,4,2,6,0,0,0,0.6,4,3,2012,KC
1030,3239,SM-0400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,2012,KC
1031,3239,JB-0900,0,0,0,0,0,0,0,0,0,5,4,50,0,0,0,5,3,2,2012,KC
1032,3239,RB-3900,0,0,0,0,0,0,0,0,0,3,3,50,0,0,0,5,3,8,2012,SD
1033,3239,RG-1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,1,3,2012,SD
1034,3239,CG-2150,0,0,0,0,0,1,1,15,0,1,0,0,0,0,0,1.5,1,1,2012,KC
1035,3239,SD-0800,0,0,0,0,0,4,1,12,0,5,4,34,0,1,0,2.6,4,2,2012,KC
1036,3239,NE-0600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2012,KC
1037,3239,SB-1400,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2,4,6,2012,KC
1038,3240,MR-2500,40,25,369,1,3,0,0,0,0,0,0,0,0,0,0,24.8,4,5,2012,ATL
1039,3240,RW-2200,0,0,0,0,0,0,0,0,0,12,8,169,2,0,0,28.9,4,8,2012,ATL
1040,3240,CN-0500,24,15,215,0,2,9,6,86,1,0,0,0,0,0,5,30.7,4,2,2012,CAR
1041,3240,GO-0100,0,0,0,0,0,0,0,0,0,7,6,89,1,0,0,14.9,4,6,2012,CAR
1042,3240,JS-6700,0,0,0,0,0,10,6,40,0,1,1,8,0,0,0,4.8,2,5,2012,CAR
1043,3240,DW-3600,0,0,0,0,0,11,5,49,1,2,1,2,0,0,0,11.1,4,7,2012,CAR
1044,3240,MT-2400,0,0,0,0,0,13,8,103,0,5,3,68,1,0,0,23.1,4,9,2012,ATL
1045,3240,TG-1300,0,0,0,0,0,0,0,0,0,5,5,51,0,0,0,5.1,4,16,2012,ATL
1046,3240,JS-4800,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0.5,4,6,2012,ATL
1047,3240,JR-2800,0,0,0,0,0,6,1,18,0,4,4,40,0,0,0,5.8,4,2,2012,ATL
1048,3240,TG-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,2,1,2012,ATL
1049,3240,JJ-4700,0,0,0,0,0,0,0,0,0,8,1,30,0,0,0,3,4,2,2012,ATL
1050,3240,MT-1300,0,0,0,0,0,4,2,14,0,3,1,8,0,0,0,2.2,4,5,2012,CAR
1051,3240,SS-2100,0,0,0,0,0,1,0,10,0,6,3,52,0,1,10,3.2,4,12,2012,CAR
1052,3240,LM-1800,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0.8,3,4,2012,CAR
1053,3240,BL-0100,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,2012,CAR
1054,3240,AE-0500,1,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2,1,3,2012,CAR
1055,3240,HD-0300,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0.6,4,5,2012,ATL
1056,3240,KP-0700,0,0,0,0,0,0,0,0,0,1,1,36,1,0,0,9.6,4,2,2012,CAR
1057,3240,KC-2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.5,1,2,2012,ATL
1058,3241,FG-0200,0,0,0,0,0,21,10,62,1,2,2,13,0,0,0,13.5,4,8,2012,SF
1059,3241,AS-1600,21,12,143,0,0,2,1,12,0,0,0,0,0,0,0,6.9,4,8,2012,SF
1060,3241,MC-2900,0,0,0,0,0,0,0,0,0,7,2,15,0,0,0,1.5,4,4,2012,SF
1061,3241,MS-0100,29,13,94,1,0,0,0,0,0,0,0,0,0,1,0,-0.2,4,4,2012,NYJ
1062,3241,SH-1300,0,0,0,0,0,0,0,0,0,8,4,20,0,1,0,0,4,7,2012,NYJ
1063,3241,TT-0700,1,1,9,0,0,2,0,0,0,0,0,0,0,0,0,0.4,4,3,2012,NYJ
1064,3241,SG-1300,0,0,0,0,0,11,4,34,0,0,0,0,0,0,0,3.4,4,4,2012,NYJ
1065,3241,CS-0600,0,0,0,0,0,0,0,0,0,3,3,45,0,0,0,4.5,3,5,2012,NYJ
1066,3241,CK-0100,1,0,0,0,0,5,3,52,1,0,0,0,0,0,0,11.2,2,2,2012,SF
1067,3241,MM-0700,0,0,0,0,0,1,1,28,0,5,3,47,0,0,0,7.5,4,5,2012,SF
1068,3241,RM-5000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15,2012,SF
1069,3241,AD-1300,0,0,0,0,0,4,3,16,0,0,0,0,0,0,10,0.6,1,3,2012,SF
1070,3241,KH-2900,0,0,0,0,0,8,7,56,1,0,0,0,0,0,0,11.6,4,2,2012,SF
1071,3241,KW-1800,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0.9,4,3,2012,SF
1072,3241,JC-4100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2012,NYJ
1073,3241,BP-1200,0,0,0,0,0,4,1,11,0,3,0,0,0,0,0,1.1,4,2,2012,NYJ
1074,3241,DE-1000,0,0,0,0,0,0,0,0,0,1,1,9,0,1,0,-1.1,1,3,2012,NYJ
1075,3241,BM-2600,0,0,0,0,0,1,1,5,0,1,1,9,0,0,0,1.4,3,2,2012,SF
1076,3241,JK-1000,0,0,0,0,0,0,0,0,0,3,2,12,0,0,0,1.2,4,2,2012,NYJ
1077,3241,PT-1000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,2012,NYJ
1078,3241,VD-0100,0,0,0,0,0,0,0,0,0,2,2,28,0,0,0,2.8,4,7,2012,SF
1079,3241,JC-5900,0,0,0,0,0,0,0,0,0,5,4,17,0,0,0,1.7,4,3,2012,NYJ
1080,3241,DW-0500,0,0,0,0,0,0,0,0,0,4,2,31,0,0,0,3.1,4,7,2012,SF
1081,3241,TG-0900,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0.7,1,6,2012,SF
1082,3242,MS-4100,51,30,318,0,0,4,2,14,1,0,0,0,0,0,0,20.1,4,4,2012,DET
1083,3242,ML-1300,0,0,0,0,0,13,3,26,0,5,4,37,0,1,0,4.3,2,2,2012,DET
1084,3242,TS-0700,0,0,0,0,0,0,0,0,0,3,1,16,0,0,0,1.6,3,7,2012,DET
1085,3242,AP-0700,0,0,0,0,0,21,12,102,0,4,4,20,0,0,0,12.2,4,6,2012,MIN
1086,3242,PH-0400,0,0,0,0,0,3,1,12,0,6,3,22,0,0,0,3.4,4,4,2012,MIN
1087,3242,CP-2000,26,16,111,0,0,1,1,5,0,0,0,0,0,0,0,4.9,4,2,2012,MIN
1088,3242,JS-3300,0,0,0,0,0,0,0,0,0,5,4,50,0,0,0,5,1,5,2012,MIN
1089,3242,JC-0700,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,-0.1,3,5,2012,MIN
1090,3242,MJ-0800,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0.4,4,9,2012,MIN
1091,3242,BP-0600,0,0,0,0,0,0,0,0,0,9,7,67,0,0,0,6.7,4,4,2012,DET
1092,3242,CJ-1100,0,0,0,0,0,0,0,0,0,12,5,54,0,0,0,5.4,4,6,2012,DET
1093,3242,NB-0800,0,0,0,0,0,1,1,8,0,8,5,51,0,0,0,5.9,4,10,2012,DET
1094,3242,TG-0600,0,0,0,0,0,3,1,8,0,1,1,8,0,0,0,1.6,4,3,2012,MIN
1095,3242,KW-1200,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0.5,2,3,2012,DET
1096,3242,TY-0300,0,0,0,0,0,1,1,5,0,3,1,17,0,0,0,2.2,4,2,2012,DET
1097,3242,KR-1200,0,0,0,0,0,0,0,0,0,5,2,8,0,0,0,0.8,4,2,2012,MIN
1098,3242,JB-2700,0,0,0,0,0,1,0,2,0,8,6,72,0,0,0,7.4,4,3,2012,DET
1099,3242,RB-4150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2012,DET
1100,3243,RW-3850,25,17,160,3,0,7,3,14,0,0,0,0,0,0,0,1.8,4,1,2012,SEA
1101,3243,SR-0500,0,0,0,0,0,0,0,0,0,7,4,41,0,0,0,4.1,4,6,2012,SEA
1102,3243,ML-2500,0,0,0,0,0,20,15,118,1,4,4,37,0,0,0,21.5,4,6,2012,SEA
1103,3243,GT-0100,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0.7,3,3,2012,SEA
1104,3243,SJ-0200,0,0,0,0,0,18,7,55,0,2,1,12,0,0,0,6.7,4,9,2012,STL
1105,3243,SB-1100,30,16,220,1,0,2,0,-2,0,0,0,0,0,0,2,6.4,4,3,2012,STL
1106,3243,BG-0600,0,0,0,0,0,0,0,0,0,4,2,28,0,0,5,2.3,4,4,2012,STL
1107,3243,BQ-1500,0,0,0,0,0,0,0,0,0,3,1,19,0,0,0,1.9,2,1,2012,STL
1108,3243,LK-0200,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,2.2,4,2,2012,STL
1109,3243,ZM-0200,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,3.2,4,6,2012,SEA
1110,3243,RT-1950,0,0,0,0,0,6,5,45,0,2,2,13,0,0,0,5.8,3,1,2012,SEA
1111,3243,DA-0900,0,0,0,0,0,1,1,6,0,10,6,55,1,0,0,12.1,4,4,2012,STL
1112,3243,CG-1060,0,0,0,0,0,0,0,0,0,3,1,52,0,0,0,5.2,4,1,2012,STL
1113,3243,DR-1450,0,0,0,0,0,6,1,16,0,3,2,13,0,0,0,2.9,4,1,2012,STL
1114,3243,DB-0500,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,1,3,2,2012,SEA
1115,3243,BM-2400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2012,STL
1116,3243,AP-0900,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,2.2,1,2,2012,STL
1117,3243,JH-3230,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4.1,1,1,2012,STL
1118,3243,LW-0500,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.2,4,7,2012,SEA
1119,3243,AM-1400,0,0,0,0,0,0,0,0,0,3,2,20,0,0,0,2,4,3,2012,SEA
1120,3244,MS-0200,28,20,202,0,2,2,0,-2,0,0,0,0,0,0,0,15.9,4,9,2012,HOU
1121,3244,KW-0300,0,0,0,0,0,0,0,0,0,3,1,8,0,0,3,0.5,4,10,2012,HOU
1122,3244,AJ-0900,0,0,0,0,0,0,0,0,0,6,3,56,0,0,0,5.6,4,10,2012,HOU
1123,3244,AF-0900,0,0,0,0,0,24,14,86,1,2,1,8,0,0,0,15.4,4,4,2012,HOU
1124,3244,JC-1600,0,0,0,0,0,0,0,0,0,5,5,36,1,0,0,9.6,4,4,2012,HOU
1125,3244,CJ-1700,0,0,0,0,0,25,14,141,0,2,2,16,0,0,0,15.7,4,5,2012,TEN
1126,3244,JL-2300,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2012,TEN
1127,3244,KW-2550,0,0,0,0,0,0,0,0,0,8,4,46,1,0,0,10.6,4,1,2012,TEN
1128,3244,JC-4300,0,0,0,0,0,0,0,0,0,4,3,36,0,0,10,2.6,4,4,2012,TEN
1129,3244,BT-0200,0,0,0,0,0,5,2,11,0,2,2,3,0,0,0,1.4,4,2,2012,HOU
1130,3244,KM-0450,0,0,0,0,0,0,0,0,0,3,2,19,0,0,0,1.9,4,1,2012,HOU
1131,3244,MH-1600,25,17,193,2,2,2,0,3,0,0,0,0,0,1,5,9.5,2,15,2012,TEN
1132,3244,NW-0100,0,0,0,0,0,0,0,0,0,5,3,43,0,0,0,4.3,4,8,2012,TEN
1133,3244,QJ-0200,0,0,0,0,0,0,0,0,0,1,1,17,0,0,0,1.7,3,4,2012,TEN
1134,3244,CS-3900,0,0,0,0,0,0,0,0,0,2,2,24,1,0,0,8.4,4,5,2012,TEN
1135,3244,OD-0100,0,0,0,0,0,0,0,0,0,6,6,72,1,0,0,13.2,4,7,2012,HOU
1136,3244,TT-1250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,-1,2,1,2012,TEN
1137,3244,LH-1100,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0.5,2,5,2012,TEN
1138,3244,JR-2400,0,0,0,0,0,2,1,14,0,0,0,0,0,0,0,1.4,1,4,2012,TEN
1139,3244,DW-3100,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0.6,4,3,2012,TEN
1140,3244,GG-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,2012,HOU
1141,3245,PM-0200,38,30,338,0,3,1,0,-1,0,0,0,0,0,0,0,25.4,4,15,2012,DEN
1142,3245,JD-2700,0,0,0,0,0,0,0,0,0,3,2,17,1,0,0,7.7,4,8,2012,DEN
1143,3245,WM-0300,0,0,0,0,0,19,15,112,1,6,6,23,0,0,0,19.5,4,9,2012,DEN
1144,3245,BS-4100,0,0,0,0,0,0,0,0,0,2,2,32,0,0,0,3.2,4,14,2012,DEN
1145,3245,ED-0200,0,0,0,0,0,0,0,0,0,9,7,79,1,0,0,13.9,4,3,2012,DEN
1146,3245,DT-0900,0,0,0,0,0,0,0,0,0,6,5,103,0,1,0,8.3,4,3,2012,DEN
1147,3245,RH-2350,0,0,0,0,0,10,3,31,0,2,2,32,0,0,0,6.3,2,1,2012,DEN
1148,3245,JT-0300,0,0,0,0,0,0,0,0,0,6,5,38,0,0,5,3.3,4,5,2012,DEN
1149,3245,DM-1600,0,0,0,0,0,13,3,34,0,1,1,4,0,0,0,3.8,4,5,2012,OAK
1150,3245,CP-0500,34,19,202,0,0,0,0,0,0,0,0,0,0,0,6,7.5,4,9,2012,OAK
1151,3245,MR-0500,0,0,0,0,0,0,0,0,0,8,5,54,0,0,0,5.4,4,4,2012,OAK
1152,3245,DH-0300,0,0,0,0,0,0,0,0,0,5,2,18,0,0,0,1.8,4,7,2012,OAK
1153,3245,DM-3100,0,0,0,0,0,0,0,0,0,8,4,71,0,0,0,7.1,3,2,2012,OAK
1154,3245,AC-0100,0,0,0,0,0,1,1,14,0,1,0,0,0,0,0,1.4,1,5,2012,DEN
1155,3245,BM-3800,0,0,0,0,0,0,0,0,0,2,1,22,0,0,0,2.2,4,4,2012,OAK
1156,3245,MG-1000,0,0,0,0,0,3,2,22,0,3,3,-5,0,0,0,1.7,4,4,2012,OAK
1157,3245,LB-0100,0,0,0,0,0,6,0,10,0,2,1,14,1,0,0,8.4,4,5,2012,DEN
1158,3245,MP-2100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2012,DEN
1159,3245,ZB-0100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2012,DEN
1160,3245,DA-1900,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0.9,4,2,2012,OAK
1161,3245,TJ-2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1.5,2,2,2012,OAK
1162,3245,RS-3250,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,2012,OAK
1163,3245,JC-5660,0,0,0,0,0,0,0,0,0,3,2,29,0,0,0,2.9,1,1,2012,OAK
1164,3245,BO-0650,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-0.1,1,1,2012,DEN
1165,3246,KK-1200,48,29,324,2,3,0,0,0,0,0,0,0,0,0,0,21,4,6,2012,ARI
1166,3246,JK-1200,0,0,0,0,0,0,0,0,0,2,2,22,0,0,0,2.2,3,7,2012,ARI
1167,3246,RW-3400,0,0,0,0,0,13,4,26,0,2,1,0,0,0,0,2.6,4,2,2012,ARI
1168,3246,LF-0200,0,0,0,0,0,0,0,0,0,15,8,64,1,0,0,12.4,4,9,2012,ARI
1169,3246,WP-0700,0,0,0,0,0,2,0,2,0,2,2,6,0,0,0,0.8,1,2,2012,ARI
1170,3246,RT-0150,42,27,431,2,1,1,0,-1,0,0,0,0,0,1,0,15.1,4,1,2012,MIA
1171,3246,DB-1800,0,0,0,0,0,0,0,0,0,12,7,123,0,0,5,11.8,4,5,2012,MIA
1172,3246,RB-4900,0,0,0,0,0,17,8,67,0,1,0,0,0,0,0,6.7,4,7,2012,MIA
1173,3246,AF-0200,0,0,0,0,0,0,0,0,0,5,5,30,0,0,0,3,4,7,2012,MIA
1174,3246,BH-0800,0,0,0,0,0,0,0,0,0,19,12,253,1,0,0,31.3,4,4,2012,MIA
1175,3246,LM-1150,0,0,0,0,0,4,1,13,0,0,0,0,0,0,0,1.3,3,1,2012,MIA
1176,3246,DT-0600,0,0,0,0,0,4,0,4,0,1,1,6,0,0,0,1,3,2,2012,MIA
1177,3246,MF-0950,0,0,0,0,0,0,0,0,0,8,4,35,0,0,0,3.5,3,1,2012,ARI
1178,3246,CC-2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2012,MIA
1179,3246,ED-0700,0,0,0,0,0,0,0,0,0,7,4,31,0,0,0,3.1,4,5,2012,ARI
1180,3246,JL-0260,0,0,0,0,0,3,2,2,1,1,1,0,0,0,0,6.2,4,1,2012,MIA
1181,3246,AR-1100,0,0,0,0,0,0,0,0,0,9,6,118,2,0,0,23.8,4,3,2012,ARI
1182,3246,RH-3000,0,0,0,0,0,0,0,0,0,3,2,48,0,0,0,4.8,3,2,2012,ARI
1183,3246,LN-0100,0,0,0,0,0,0,0,0,0,2,1,19,0,1,0,-0.1,3,6,2012,MIA
1184,3246,AS-1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,1,3,2012,ARI
1185,3247,BG-0100,34,23,186,1,1,3,2,19,0,0,0,0,0,0,0,11.3,4,2,2012,JAC
1186,3247,MJ-2500,0,0,0,0,0,13,8,38,0,5,5,42,0,0,0,8,4,7,2012,JAC
1187,3247,CS-1500,0,0,0,0,0,0,0,0,0,5,1,8,0,0,0,0.8,4,2,2012,JAC
1188,3247,BG-1800,0,0,0,0,0,26,12,82,0,3,2,12,0,1,0,7.4,4,5,2012,CIN
1189,3247,AD-0100,31,20,244,1,2,6,2,5,1,0,0,0,0,0,0,22.3,4,2,2012,CIN
1190,3247,CP-2300,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,6.1,1,4,2012,CIN
1191,3247,AH-1900,0,0,0,0,0,0,0,0,0,3,3,39,0,0,5,3.4,4,2,2012,CIN
1192,3247,OC-0150,0,0,0,0,0,0,0,0,0,1,1,10,0,0,10,0,2,1,2012,CIN
1193,3247,MJ-2250,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0.5,1,1,2012,CIN
1194,3247,AG-1500,0,0,0,0,0,0,0,0,0,9,6,117,1,0,0,17.7,4,2,2012,CIN
1195,3247,BL-0900,0,0,0,0,0,1,0,3,0,1,1,13,0,0,0,1.6,3,6,2012,CIN
1196,3247,ML-1500,0,0,0,0,0,0,0,0,0,3,3,32,1,0,0,9.2,3,7,2012,JAC
1197,3247,RJ-0800,0,0,0,0,0,2,2,12,0,1,1,-2,0,0,0,1,2,4,2012,JAC
1198,3247,GJ-1100,0,0,0,0,0,0,0,0,0,4,4,25,0,0,0,2.5,4,9,2012,JAC
1199,3247,JB-3650,0,0,0,0,0,0,0,0,0,10,6,48,0,0,0,4.8,4,1,2012,JAC
1200,3247,JG-3700,0,0,0,0,0,0,0,0,0,5,5,47,0,0,0,4.7,4,3,2012,CIN
1201,3247,AB-1700,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,2,2012,CIN
1202,3247,CP-0800,0,0,0,0,0,1,1,48,0,0,0,0,0,0,0,4.8,3,4,2012,CIN
1203,3247,MT-0900,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0.9,4,4,2012,JAC
1204,3247,LR-0400,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,1.9,4,6,2012,JAC
1205,3247,KE-0250,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0.5,2,1,2012,JAC
1206,3248,JF-3100,40,24,299,1,1,2,0,8,0,0,0,0,0,0,0,14.8,4,4,2012,TB
1207,3248,MW-2800,0,0,0,0,0,0,0,0,0,9,4,115,0,0,0,11.5,4,3,2012,TB
1208,3248,AB-1200,0,0,0,0,0,1,1,5,0,4,3,18,0,0,0,2.3,2,3,2012,TB
1209,3248,DM-0450,0,0,0,0,0,8,3,33,0,5,2,9,0,0,0,4.2,4,1,2012,TB
1210,3248,VJ-0100,0,0,0,0,0,0,0,0,0,11,6,100,1,0,0,16,4,8,2012,TB
1211,3248,AM-2850,0,0,0,0,0,21,10,113,1,2,1,-4,0,0,0,16.9,4,1,2012,WAS
1212,3248,RG-1850,35,26,322,0,0,7,3,43,1,0,0,0,0,0,0,23.2,4,1,2012,WAS
1213,3248,ER-0600,0,0,0,0,0,2,0,4,0,3,3,15,0,0,0,1.9,4,2,2012,WAS
1214,3248,DW-1000,0,0,0,0,0,1,1,17,0,2,2,-2,0,0,0,1.5,4,6,2012,TB
1215,3248,DY-0200,0,0,0,0,0,0,0,0,0,2,2,40,0,0,0,4,2,3,2012,WAS
1216,3248,JM-6300,0,0,0,0,0,0,0,0,0,5,4,62,0,0,10,5.2,4,5,2012,WAS
1217,3248,FD-0200,0,0,0,0,0,0,0,0,0,4,4,70,0,0,0,7,4,5,2012,WAS
1218,3248,LH-0600,0,0,0,0,0,0,0,0,0,11,7,57,0,0,0,5.7,3,2,2012,WAS
1219,3248,PG-0100,0,0,0,0,0,0,0,0,1,1,1,20,0,0,23,5.7,2,5,2012,WAS
1220,3248,LS-1900,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,0.5,3,2,2012,TB
1221,3248,LP-0200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,3,3,2012,WAS
1222,3248,NP-0100,0,0,0,0,0,0,0,0,0,2,1,30,0,0,0,3,2,2,2012,WAS
1223,3248,LB-0500,0,0,0,0,0,6,3,17,1,0,0,0,0,0,0,7.7,3,3,2012,TB
1224,3248,DC-1600,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0,1.5,4,10,2012,TB
1225,3248,EL-0600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.3,3,3,2012,TB
1226,3248,SM-3600,0,0,0,0,0,0,0,0,0,4,3,33,0,0,0,3.3,4,12,2012,WAS
1227,3248,TU-0200,0,0,0,0,0,0,0,0,0,3,3,39,0,0,0,3.9,2,4,2012,TB
1228,3249,CB-1400,0,0,0,0,0,18,12,84,0,4,4,22,0,0,0,10.6,4,8,2012,GB
1229,3249,AR-1300,41,31,319,1,4,5,2,14,0,0,0,0,0,0,0,28.2,4,8,2012,GB
1230,3249,JJ-4200,0,0,0,0,0,0,0,0,0,6,5,56,2,0,0,17.6,4,6,2012,GB
1231,3249,DB-3800,54,35,446,0,3,0,0,0,0,0,0,0,0,0,0,29.8,4,12,2012,NO
1232,3249,MC-2400,0,0,0,0,0,0,0,0,0,13,9,153,1,0,5,20.8,4,7,2012,NO
1233,3249,PT-0400,0,0,0,0,0,9,3,14,0,3,2,-1,0,0,0,1.3,4,6,2012,NO
1234,3249,JN-0900,0,0,0,0,0,0,0,0,0,12,8,93,1,0,0,15.3,4,5,2012,GB
1235,3249,JF-1600,0,0,0,0,0,0,0,0,0,5,4,54,0,0,0,5.4,4,5,2012,GB
1236,3249,GJ-0400,0,0,0,0,0,0,0,0,0,3,1,9,1,0,0,6.9,3,7,2012,GB
1237,3249,MI-0100,0,0,0,0,0,5,1,11,0,1,1,-1,0,0,0,1,4,2,2012,NO
1238,3249,DS-3300,0,0,0,0,0,5,3,20,0,7,5,44,1,0,0,12.4,4,8,2012,NO
1239,3249,JG-2900,0,0,0,0,0,0,0,0,0,9,7,76,0,0,10,6.6,4,3,2012,NO
1240,3249,DT-0800,0,0,0,0,0,0,0,0,0,2,1,6,0,0,10,-0.4,3,7,2012,NO
1241,3249,LM-1500,0,0,0,0,0,0,0,0,0,15,7,67,0,0,0,6.7,4,7,2012,NO
1242,3249,RC-1500,0,0,0,0,0,0,0,0,0,8,7,66,0,0,0,6.6,4,2,2012,GB
1243,3249,DD-2600,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0.3,3,14,2012,GB
