UID,GID,PLAYER,PA,PC,PY,INT,TDP,RA,SRA,RY,TDR,TRG,REC,RECY,TDRE,FUML,PENY,FPTS,GAME,SEAS,YEAR,TEAM
249,3201,MC-2900,0,0,0,0,0,0,0,0,0,9,7,76,0,0,0,7.6,1,4,2012,SF
250,3201,RM-5000,0,0,0,0,0,0,0,0,0,4,4,47,1,0,0,10.7,1,15,2012,SF
251,3201,MM-0700,0,0,0,0,0,0,0,0,0,4,4,29,0,0,0,2.9,1,5,2012,SF
252,3201,DW-0500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,7,2012,SF
253,3201,RC-1500,0,0,0,0,0,0,0,0,0,9,9,77,0,0,0,7.7,1,2,2012,GB
254,3201,JJ-4200,0,0,0,0,0,0,0,0,0,6,4,81,1,0,10,13.1,1,6,2012,GB
255,3201,VD-0100,0,0,0,0,0,0,0,0,0,5,3,43,1,0,0,10.3,1,7,2012,SF
256,3201,JN-0900,0,0,0,0,0,0,0,0,0,8,6,64,0,0,0,6.4,1,5,2012,GB
257,3201,CK-0100,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,1.7,1,2,2012,SF
258,3201,KW-1800,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0.3,1,3,2012,SF
259,3201,BM-2600,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,1.5,1,2,2012,SF
260,3202,WM-0300,0,0,0,0,0,17,10,64,0,2,1,0,0,1,0,4.4,1,9,2012,DEN
261,3202,PM-0200,27,20,253,0,2,4,1,4,0,0,0,0,0,0,0,18.5,1,15,2012,DEN
262,3202,ED-0200,0,0,0,0,0,0,0,0,0,7,5,54,0,0,0,5.4,1,3,2012,DEN
263,3202,JD-2700,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0.6,1,8,2012,DEN
264,3202,BS-4100,0,0,0,0,0,0,0,0,0,3,2,26,0,0,0,2.6,1,14,2012,DEN
265,3202,KM-2900,0,0,0,0,0,5,3,13,1,0,0,0,0,0,0,7.3,1,4,2012,DEN
266,3202,DT-0900,0,0,0,0,0,0,0,0,0,7,5,110,1,0,0,17,1,3,2012,DEN
267,3202,IR-0100,0,0,0,0,0,11,1,20,0,2,2,7,0,0,0,2.7,1,4,2012,PIT
268,3202,HM-0200,0,0,0,0,0,0,0,0,0,7,4,50,1,0,8,10.2,1,8,2012,PIT
269,3202,BR-1100,41,22,244,1,2,2,1,4,0,0,0,0,0,0,0,16.2,1,9,2012,PIT
270,3202,MW-0500,0,0,0,0,0,0,0,0,0,6,4,37,1,0,10,8.7,1,4,2012,PIT
271,3202,CR-0250,0,0,0,0,0,2,1,5,0,1,1,-1,0,0,0,0.4,1,1,2012,PIT
272,3202,ES-0200,0,0,0,0,0,0,0,0,0,8,4,55,0,0,0,5.5,1,3,2012,PIT
273,3202,AB-3500,0,0,0,0,0,1,1,4,0,8,4,74,0,0,5,7.3,1,3,2012,PIT
274,3202,JD-3400,0,0,0,0,0,9,5,43,0,4,2,11,0,0,0,5.4,1,3,2012,PIT
275,3202,WJ-0300,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2,1,1,2012,PIT
276,3202,JT-0300,0,0,0,0,0,0,0,0,0,5,5,43,1,0,0,10.3,1,5,2012,DEN
277,3202,BB-1300,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-0.1,1,2,2012,PIT
278,3202,JC-5400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,2012,PIT
279,3202,LP-0700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,2012,PIT
280,3202,MW-3100,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0,1.4,1,6,2012,DEN
281,3202,LB-0100,0,0,0,0,0,2,2,14,0,0,0,0,0,0,0,1.4,1,5,2012,DEN
282,3203,JF-1900,29,21,299,0,2,1,0,-1,0,0,0,0,0,0,0,19.9,1,5,2012,BAL
283,3203,TS-2300,0,0,0,0,0,1,1,13,0,3,2,57,0,0,15,5.5,1,2,2012,BAL
284,3203,RR-0400,0,0,0,0,0,10,8,68,2,4,3,25,0,0,0,21.3,1,5,2012,BAL
285,3203,DP-1300,0,0,0,0,0,0,0,0,0,9,5,73,1,0,0,13.3,1,3,2012,BAL
286,3203,AD-0100,37,22,221,1,0,3,1,11,0,0,0,0,0,1,0,5.9,1,2,2012,CIN
287,3203,AG-1500,0,0,0,0,0,0,0,0,0,11,5,70,0,0,0,7,1,2,2012,CIN
288,3203,BG-1800,0,0,0,0,0,18,9,91,1,2,1,4,0,0,0,15.5,1,5,2012,CIN
289,3203,JG-3700,0,0,0,0,0,0,0,0,0,8,3,30,0,0,0,3,1,3,2012,CIN
290,3203,VL-0100,0,0,0,0,0,0,0,0,0,3,3,18,0,0,0,1.8,1,9,2012,BAL
291,3203,AB-2000,0,0,0,0,0,2,0,-7,0,5,4,63,1,0,0,11.6,1,10,2012,BAL
292,3203,JJ-3900,0,0,0,0,0,0,0,0,0,3,3,46,0,0,0,4.6,1,6,2012,BAL
293,3203,AH-1900,0,0,0,0,0,0,0,0,0,9,8,86,0,0,0,8.6,1,2,2012,CIN
294,3203,AB-1700,0,0,0,0,0,0,0,0,0,5,4,28,0,0,0,2.8,1,2,2012,CIN
295,3203,BP-0650,0,0,0,0,0,4,2,19,0,0,0,0,0,0,0,1.9,1,1,2012,BAL
296,3203,BT-0300,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0.3,1,4,2012,CIN
297,3203,BL-0900,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0.5,1,6,2012,CIN
298,3203,ED-0400,0,0,0,0,0,0,0,0,0,3,2,22,0,0,0,2.2,1,3,2012,BAL
299,3203,AA-0800,0,0,0,0,0,4,2,13,0,0,0,0,0,0,0,1.3,1,2,2012,BAL
300,3203,TT-0500,3,2,30,0,0,1,1,7,0,0,0,0,0,0,0,1.9,1,2,2012,BAL
301,3203,DT-1250,0,0,0,0,0,0,0,0,0,2,1,25,0,0,0,2.5,1,1,2012,BAL
302,3203,CP-0800,0,0,0,0,0,3,2,22,0,0,0,0,0,0,0,2.2,1,4,2012,CIN
303,3203,BG-1000,0,0,0,0,0,1,0,-5,0,0,0,0,0,0,0,-0.5,1,7,2012,CIN
304,3204,CP-0500,47,33,297,0,1,0,0,0,0,0,0,0,0,0,5,15.4,1,9,2012,OAK
305,3204,DM-1600,0,0,0,0,0,15,10,32,0,18,13,86,0,0,0,11.8,1,5,2012,OAK
306,3204,DH-2800,0,0,0,0,0,0,0,0,0,5,3,43,0,0,0,4.3,1,4,2012,OAK
307,3204,DH-0300,0,0,0,0,0,0,0,0,0,5,4,44,0,0,0,4.4,1,7,2012,OAK
308,3204,MG-1000,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,1.3,1,4,2012,OAK
309,3204,RS-3250,0,0,0,0,0,0,0,0,0,11,5,27,1,1,0,6.7,1,1,2012,OAK
310,3204,RB-3900,0,0,0,0,0,5,0,5,0,5,5,26,0,0,0,3.1,1,8,2012,SD
311,3204,PR-0300,33,24,231,0,1,1,0,-1,0,0,0,0,0,0,5,12.6,1,9,2012,SD
312,3204,ER-0500,0,0,0,0,0,2,1,12,0,2,2,4,0,0,0,1.6,1,5,2012,SD
313,3204,CB-3000,0,0,0,0,0,10,2,12,0,5,3,28,0,0,0,4,1,3,2012,SD
314,3204,RM-3500,0,0,0,0,0,0,0,0,0,2,2,49,0,0,0,4.9,1,5,2012,SD
315,3204,LM-0700,0,0,0,0,0,2,1,5,0,4,4,15,0,0,0,2,1,6,2012,SD
316,3204,MF-0800,0,0,0,0,0,0,0,0,0,6,4,66,1,0,0,12.6,1,9,2012,SD
317,3204,AG-0500,0,0,0,0,0,0,0,0,0,8,4,43,0,0,0,4.3,1,10,2012,SD
318,3204,TJ-2400,0,0,0,0,0,1,0,-23,0,0,0,0,0,0,0,-2.3,1,2,2012,OAK
319,3204,DR-3200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2012,SD
320,3204,MR-0500,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,2,1,4,2012,OAK
321,3204,DA-1900,0,0,0,0,0,1,0,-7,0,1,1,12,0,0,0,0.5,1,2,2012,OAK
322,3204,BM-3800,0,0,0,0,0,0,0,0,0,5,5,65,0,0,0,6.5,1,4,2012,OAK
323,3204,SL-0400,0,0,0,0,0,1,0,-8,0,0,0,0,0,0,0,-0.8,1,13,2012,OAK
324,3204,RM-3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-0.5,1,11,2012,SD
325,3205,CB-1400,0,0,0,0,0,20,12,81,0,4,4,35,0,0,0,11.6,2,8,2012,GB
326,3205,AR-1300,32,22,219,1,1,3,0,-3,0,0,0,0,0,0,0,10.5,2,8,2012,GB
327,3205,JN-0900,0,0,0,0,0,0,0,0,0,9,6,84,0,0,0,8.4,2,5,2012,GB
328,3205,JC-6200,27,11,126,4,1,1,1,12,0,0,0,0,0,0,5,1.7,2,7,2012,CHI
329,3205,MF-1300,0,0,0,0,0,7,1,31,0,5,4,49,0,0,0,8,2,5,2012,CHI
330,3205,JF-1600,0,0,0,0,0,0,0,0,0,5,4,26,0,1,0,0.6,2,5,2012,GB
331,3205,KD-0400,0,0,0,0,0,0,0,0,0,6,1,21,1,0,5,7.6,2,5,2012,CHI
332,3205,JJ-4200,0,0,0,0,0,0,0,0,0,5,2,-1,0,0,0,-0.1,2,6,2012,GB
333,3205,JK-2200,0,0,0,0,0,2,1,1,0,3,3,23,0,0,0,2.4,1,7,2012,GB
334,3205,MB-5200,0,0,0,0,0,14,10,54,0,0,0,0,0,0,0,5.4,2,5,2012,CHI
335,3205,EB-0600,0,0,0,0,0,0,0,0,0,6,2,21,0,0,0,2.1,2,5,2012,CHI
336,3205,AJ-0430,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0.7,2,1,2012,CHI
337,3205,RC-1500,0,0,0,0,0,1,1,28,0,2,1,20,0,0,0,4.8,2,2,2012,GB
338,3205,AG-1700,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0.2,1,2,2012,GB
339,3205,TM-0800,1,1,27,0,1,0,0,0,0,0,0,0,0,0,0,5.1,1,3,2012,GB
340,3205,TC-2900,0,0,0,0,0,0,0,0,0,1,1,27,1,0,0,8.7,1,3,2012,GB
341,3205,MS-3400,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0.4,1,6,2012,CHI
342,3205,BM-0300,0,0,0,0,0,0,0,0,0,5,2,24,0,0,0,2.4,2,7,2012,CHI
343,3205,AA-0900,0,0,0,0,0,1,0,-3,0,0,0,0,0,0,0,-0.3,1,2,2012,CHI
344,3205,DH-2700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,2012,CHI
345,3205,DW-3000,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0.6,1,2,2012,GB
346,3205,DD-2600,0,0,0,0,0,0,0,0,0,1,1,26,1,0,0,8.6,1,14,2012,GB
347,3205,EW-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1.5,1,6,2012,CHI
348,3206,TB-1060,0,0,0,0,0,2,1,15,0,0,0,0,0,0,0,1.5,2,1,2012,CLE
349,3206,TR-0350,0,0,0,0,0,19,9,109,1,5,4,36,1,0,0,26.5,2,1,2012,CLE
350,3206,BW-0850,37,26,322,0,2,2,1,6,0,0,0,0,0,0,0,21.5,2,1,2012,CLE
351,3206,MM-1300,0,0,0,0,0,0,0,0,0,7,5,90,0,0,0,9,2,4,2012,CLE
352,3206,GL-0400,0,0,0,0,0,0,0,0,0,7,5,57,1,0,0,11.7,2,2,2012,CLE
353,3206,JG-2450,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0.5,2,1,2012,CLE
354,3206,JG-3700,0,0,0,0,0,0,0,0,0,5,4,37,0,0,15,2.2,2,3,2012,CIN
355,3206,AD-0100,31,24,318,1,3,3,1,4,0,0,0,0,0,0,0,23.1,2,2,2012,CIN
356,3206,AB-1700,0,0,0,0,0,0,0,0,0,5,5,66,0,0,10,5.6,2,2,2012,CIN
357,3206,BG-1800,0,0,0,0,0,21,9,75,0,3,3,30,0,0,0,10.5,2,5,2012,CIN
358,3206,BT-0300,0,0,0,0,0,0,0,0,0,3,3,71,1,0,0,13.1,2,4,2012,CIN
359,3206,AG-1500,0,0,0,0,0,0,0,0,0,12,7,58,1,0,0,11.8,2,2,2012,CIN
360,3206,BW-0700,0,0,0,0,0,0,0,0,0,1,1,27,0,0,5,2.2,2,9,2012,CLE
361,3206,AS-1700,0,0,0,0,0,0,0,0,0,4,3,30,0,0,0,3,2,8,2012,CLE
362,3206,OM-0200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2012,CLE
363,3206,CO-0300,0,0,0,0,0,0,0,0,0,6,6,73,0,1,0,5.3,1,4,2012,CLE
364,3206,AH-1900,0,0,0,0,0,0,0,0,0,3,2,56,1,0,0,11.6,2,2,2012,CIN
365,3206,CP-0800,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,2,4,2012,CIN
366,3206,JC-5600,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0.4,1,8,2012,CLE
367,3207,MC-0700,42,23,300,1,2,2,1,25,0,0,0,0,0,1,13,17.2,2,8,2012,KC
368,3207,PH-0500,0,0,0,0,0,11,7,66,0,3,2,25,0,1,15,5.6,2,5,2012,KC
369,3207,DB-3200,0,0,0,0,0,0,0,0,0,15,8,102,2,0,0,22.2,2,6,2012,KC
370,3207,JC-2300,0,0,0,0,0,6,1,3,0,4,3,19,0,0,0,2.2,2,5,2012,KC
371,3207,CS-3400,0,0,0,0,0,15,9,123,2,3,3,47,0,0,0,29,2,3,2012,BUF
372,3207,RF-0500,19,10,178,0,2,4,3,34,0,0,0,0,0,0,0,18.5,2,8,2012,BUF
373,3207,SC-0400,0,0,0,0,0,0,0,0,0,5,2,53,1,0,0,11.3,2,6,2012,BUF
374,3207,TC-1300,0,0,0,0,0,8,5,37,0,1,0,0,0,0,0,3.7,2,5,2012,BUF
375,3207,BS-2400,0,0,0,0,0,2,1,-10,0,1,1,16,0,0,0,0.6,1,7,2012,BUF
376,3207,SJ-0600,0,0,0,0,0,0,0,0,0,5,2,56,1,0,0,11.6,2,5,2012,BUF
377,3207,DM-1200,0,0,0,0,0,0,0,0,0,5,4,32,0,0,0,3.2,2,3,2012,KC
378,3207,DJ-2700,0,0,0,0,0,0,0,0,0,3,1,-1,0,0,0,-0.1,2,3,2012,BUF
379,3207,TM-3000,0,0,0,0,0,0,0,0,0,4,1,9,0,0,0,0.9,2,3,2012,KC
380,3207,DD-1200,0,0,0,0,0,1,0,-8,0,0,0,0,0,0,0,-0.8,1,3,2012,BUF
381,3207,KB-1500,0,0,0,0,0,0,0,0,0,1,1,29,0,0,0,2.9,2,6,2012,KC
382,3207,SD-0800,0,0,0,0,0,5,3,56,0,2,1,23,0,0,0,7.9,2,2,2012,KC
383,3207,TG-1550,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0.7,1,1,2012,BUF
384,3207,JB-0900,0,0,0,0,0,0,0,0,0,6,3,62,0,0,0,6.2,1,2,2012,KC
385,3207,LS-1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,2,2,2012,BUF
386,3207,JW-2600,0,0,0,0,0,5,1,11,0,0,0,0,0,0,0,1.1,1,2,2012,BUF
387,3207,TT-0900,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,-0.1,1,6,2012,BUF
388,3207,SB-1400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,2012,KC
389,3208,AP-0700,0,0,0,0,0,16,8,60,0,3,3,20,0,0,0,8,2,6,2012,MIN
390,3208,CP-2000,35,27,245,0,2,3,0,7,0,0,0,0,0,1,0,16.5,2,2,2012,MIN
391,3208,PH-0400,0,0,0,0,0,2,1,13,0,13,12,104,0,0,10,10.7,2,4,2012,MIN
392,3208,TG-0600,0,0,0,0,0,5,2,15,0,3,2,17,0,0,0,3.2,2,3,2012,MIN
393,3208,MJ-0800,0,0,0,0,0,0,0,0,0,6,5,43,0,0,0,4.3,2,9,2012,MIN
394,3208,DB-4800,0,0,0,0,0,16,5,45,0,0,0,0,0,0,0,4.5,2,4,2012,IND
395,3208,AL-1100,31,20,222,0,2,4,3,21,0,0,0,0,0,0,0,19,2,1,2012,IND
396,3208,KA-0250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,2012,IND
397,3208,DA-2100,0,0,0,0,0,2,1,7,0,10,9,111,0,0,0,11.8,2,5,2012,IND
398,3208,DA-0850,0,0,0,0,0,1,0,0,0,1,1,3,1,0,20,4.3,1,1,2012,IND
399,3208,CF-0650,0,0,0,0,0,0,0,0,0,4,2,16,0,0,0,1.6,2,1,2012,IND
400,3208,RW-1100,0,0,0,0,0,0,0,0,0,7,6,71,1,0,0,13.1,2,12,2012,IND
401,3208,VB-0050,0,0,0,0,0,6,1,13,0,1,0,0,0,0,0,1.3,2,1,2012,IND
402,3208,MM-4800,0,0,0,0,0,1,0,-2,0,2,1,8,0,0,0,0.6,2,9,2012,IND
403,3208,TH-1850,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,1.5,1,1,2012,IND
404,3208,KR-1200,0,0,0,0,0,0,0,0,0,5,3,35,1,0,0,9.5,2,2,2012,MIN
405,3208,SB-2100,0,0,0,0,0,0,0,0,0,2,1,7,1,0,0,6.7,1,2,2012,MIN
406,3208,DA-1700,0,0,0,0,0,0,0,0,0,3,1,19,0,0,0,1.9,2,6,2012,MIN
407,3209,MV-0300,32,23,371,2,1,10,6,24,1,0,0,0,0,1,0,21.2,2,12,2012,PHI
408,3209,BC-0700,0,0,0,0,0,0,0,0,0,11,8,157,0,0,0,15.7,2,6,2012,PHI
409,3209,DJ-0200,0,0,0,0,0,0,0,0,0,8,7,114,0,0,0,11.4,2,5,2012,PHI
410,3209,LM-1000,0,0,0,0,0,25,11,79,1,3,2,8,0,1,0,12.7,2,4,2012,PHI
411,3209,JA-2900,0,0,0,0,0,0,0,0,0,2,2,33,0,0,0,3.3,2,7,2012,PHI
412,3209,DJ-0950,0,0,0,0,0,1,1,6,0,1,1,13,0,0,0,1.9,2,1,2012,PHI
413,3209,SH-0450,0,0,0,0,0,2,0,1,0,1,1,4,0,0,0,0.5,1,1,2012,PHI
414,3209,CH-1200,0,0,0,0,0,0,0,0,0,2,1,19,0,0,0,1.9,2,3,2012,PHI
415,3209,JF-1900,42,22,232,1,1,0,0,0,0,0,0,0,0,1,5,8.8,2,5,2012,BAL
416,3209,RR-0400,0,0,0,0,0,16,7,99,0,10,6,53,0,0,15,13.7,2,5,2012,BAL
417,3209,BB-3350,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0.7,2,1,2012,PHI
418,3209,ED-0400,0,0,0,0,0,0,0,0,0,4,1,23,0,0,0,2.3,2,3,2012,BAL
419,3209,DP-1300,0,0,0,0,0,0,0,0,0,15,8,65,0,0,0,6.5,2,3,2012,BAL
420,3209,AB-2000,0,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0.7,2,10,2012,BAL
421,3209,VL-0100,0,0,0,0,0,1,1,5,1,1,1,6,0,0,0,7.1,2,9,2012,BAL
422,3209,SC-1300,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0.3,1,8,2012,BAL
423,3209,TD-1800,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0.6,1,2,2012,BAL
424,3209,JJ-3900,0,0,0,0,0,0,0,0,0,2,1,21,1,0,10,7.1,2,6,2012,BAL
425,3209,BP-0650,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0.4,2,1,2012,BAL
426,3209,TS-2300,0,0,0,0,0,0,0,0,0,5,2,51,0,0,0,5.1,2,2,2012,BAL
427,3209,JM-0200,0,0,0,0,0,0,0,0,0,1,1,23,1,0,0,8.3,2,4,2012,PHI
428,3210,EM-0200,51,31,510,3,3,2,0,-2,0,0,0,0,0,0,0,26.2,2,9,2012,NYG
429,3210,HN-0500,0,0,0,0,0,0,0,0,0,15,10,199,1,0,0,25.9,2,4,2012,NYG
430,3210,AB-2600,0,0,0,0,0,5,1,16,0,0,0,0,0,0,0,1.6,2,6,2012,NYG
431,3210,DW-4050,0,0,0,0,0,3,1,6,0,2,0,0,0,0,0,0.6,2,1,2012,NYG
432,3210,DM-0450,0,0,0,0,0,20,9,66,1,3,0,0,0,0,0,12.6,2,1,2012,TB
433,3210,JF-3100,28,15,243,2,2,0,0,0,0,0,0,0,0,0,0,13.7,2,4,2012,TB
434,3210,MW-2800,0,0,0,0,0,0,0,0,0,5,3,59,1,0,0,11.9,2,3,2012,TB
435,3210,VJ-0100,0,0,0,0,0,0,0,0,0,10,5,128,1,0,0,18.8,2,8,2012,TB
436,3210,DW-1000,0,0,0,0,0,1,0,6,0,1,1,1,0,0,0,0.7,2,6,2012,TB
437,3210,VC-0300,0,0,0,0,0,0,0,0,0,17,11,179,1,0,0,23.9,2,3,2012,NYG
438,3210,DH-3200,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,1.2,2,6,2012,NYG
439,3210,WB-0400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2012,NYG
440,3210,MB-1800,0,0,0,0,0,0,0,0,0,10,5,72,1,0,0,13.2,2,5,2012,NYG
441,3210,EL-0600,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0.8,2,3,2012,TB
442,3210,PP-0100,0,0,0,0,0,1,1,7,0,1,0,0,0,0,0,0.7,2,3,2012,TB
443,3210,HH-0400,0,0,0,0,0,1,0,3,0,1,1,5,0,0,0,0.8,2,2,2012,NYG
444,3210,DC-1600,0,0,0,0,0,0,0,0,0,5,4,33,0,0,0,3.3,2,10,2012,TB
445,3210,AB-3400,0,0,0,0,0,15,10,67,1,2,2,19,0,0,13,13.3,1,3,2012,NYG
446,3210,RB-0800,0,0,0,0,0,0,0,0,0,2,1,24,0,0,0,2.4,1,4,2012,NYG
447,3210,SS-3000,0,0,0,0,0,0,0,0,0,2,1,14,0,0,0,1.4,1,4,2012,TB
448,3211,MS-0200,35,26,195,0,0,2,0,-2,0,0,0,0,0,0,5,7.1,2,9,2012,HOU
449,3211,JC-1600,0,0,0,0,0,0,0,0,0,4,3,18,0,0,0,1.8,2,4,2012,HOU
450,3211,KW-0300,0,0,0,0,0,0,0,0,0,4,3,34,0,0,0,3.4,2,10,2012,HOU
451,3211,OD-0100,0,0,0,0,0,0,0,0,0,9,6,47,0,0,0,4.7,2,7,2012,HOU
452,3211,BT-0200,0,0,0,0,0,12,7,74,2,4,4,23,0,0,0,21.7,2,2,2012,HOU
453,3211,AF-0900,0,0,0,0,0,28,17,110,1,7,6,37,0,0,0,20.7,2,4,2012,HOU
454,3211,MJ-2500,0,0,0,0,0,12,5,60,0,3,3,7,1,0,0,12.7,2,7,2012,JAC
455,3211,BG-0100,19,7,53,0,1,1,0,5,0,0,0,0,0,0,0,6.6,2,2,2012,JAC
456,3211,ZP-0300,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0.4,1,4,2012,JAC
457,3211,GJ-1100,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0.4,2,9,2012,JAC
458,3211,LR-0400,0,0,0,0,0,0,0,0,0,6,3,49,0,0,0,4.9,2,6,2012,JAC
459,3211,AJ-0900,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,2.1,2,10,2012,HOU
460,3211,JB-3650,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,1,2012,JAC
461,3211,CS-1500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2012,JAC
462,3211,KM-0450,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2012,HOU
463,3211,MT-0900,0,0,0,0,0,0,0,0,0,3,1,12,0,0,0,1.2,2,4,2012,JAC
464,3211,GG-0400,0,0,0,0,0,0,0,0,0,1,1,15,0,0,5,1,1,3,2012,HOU
465,3211,CH-2400,2,2,23,0,0,1,0,-2,0,0,0,0,0,1,0,-1.3,1,5,2012,JAC
466,3211,JF-2800,0,0,0,0,0,6,4,35,0,0,0,0,0,0,0,3.5,1,5,2012,HOU
467,3212,PT-0400,0,0,0,0,0,9,6,110,0,6,4,33,0,0,0,14.3,2,6,2012,NO
468,3212,DB-3800,49,31,325,2,1,2,1,0,1,0,0,0,0,0,10,18,2,12,2012,NO
469,3212,DS-3300,0,0,0,0,0,0,0,0,0,14,13,128,0,0,0,12.8,2,8,2012,NO
470,3212,MI-0100,0,0,0,0,0,16,7,53,1,0,0,0,0,0,0,11.3,2,2,2012,NO
471,3212,JG-2900,0,0,0,0,0,0,0,0,0,13,7,71,1,0,0,13.1,2,3,2012,NO
472,3212,CN-0500,20,14,253,0,1,13,4,68,1,0,0,0,0,1,0,24.9,2,2,2012,CAR
473,3212,BL-0100,0,0,0,0,0,1,1,25,0,8,6,90,0,0,0,11.5,2,3,2012,CAR
474,3212,DW-3600,0,0,0,0,0,14,9,69,1,0,0,0,0,0,0,12.9,2,7,2012,CAR
475,3212,JS-6700,0,0,0,0,0,11,6,51,0,1,1,17,1,0,0,12.8,1,5,2012,CAR
476,3212,DT-0800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,2012,NO
477,3212,LM-1500,0,0,0,0,0,0,0,0,0,5,2,30,0,0,0,3,2,7,2012,NO
478,3212,MT-1300,0,0,0,0,0,2,1,3,1,2,2,23,0,0,0,8.6,2,5,2012,CAR
479,3212,SS-2100,0,0,0,0,0,0,0,0,0,4,3,104,0,0,0,10.4,2,12,2012,CAR
480,3212,JM-6200,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0.5,2,2,2012,NO
481,3212,GO-0100,0,0,0,0,0,0,0,0,0,3,1,13,0,0,0,1.3,2,6,2012,CAR
482,3212,KP-0700,0,0,0,0,0,0,0,0,0,1,1,6,0,0,15,-0.9,2,2,2012,CAR
483,3212,MC-2400,0,0,0,0,0,0,0,0,0,4,3,49,0,0,0,4.9,2,7,2012,NO
484,3212,CR-1200,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0.9,1,8,2012,NO
485,3213,CW-1400,0,0,0,0,0,14,6,44,0,1,1,24,0,0,0,6.8,2,4,2012,ARI
486,3213,KK-1200,27,15,140,0,1,6,4,20,1,0,0,0,0,1,0,15.6,2,6,2012,ARI
487,3213,TH-1100,0,0,0,0,0,0,0,0,0,9,5,62,0,0,0,6.2,2,12,2012,ARI
488,3213,LS-1700,0,0,0,0,0,2,1,11,0,2,1,10,0,0,0,2.1,2,4,2012,ARI
489,3213,PP-0400,0,0,0,0,0,1,1,17,0,0,0,0,0,0,0,1.7,1,2,2012,ARI
490,3213,RW-3400,0,0,0,0,0,10,3,13,0,2,2,10,0,1,0,0.3,2,2,2012,ARI
491,3213,ED-0700,0,0,0,0,0,0,0,0,0,4,3,21,0,0,0,2.1,2,5,2012,ARI
492,3213,LF-0200,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0.4,2,9,2012,ARI
493,3213,TB-2300,47,28,315,1,1,1,0,-1,0,0,0,0,0,0,0,14.5,2,13,2012,NE
494,3213,AH-2800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2012,NE
495,3213,SR-0700,0,0,0,0,0,18,9,71,0,4,3,24,0,0,0,9.5,2,2,2012,NE
496,3213,JE-0100,0,0,0,0,0,0,0,0,0,6,5,50,0,0,0,5,2,4,2012,NE
497,3213,DW-4300,0,0,0,0,0,7,2,8,0,1,1,12,0,0,0,2,2,4,2012,NE
498,3213,RG-2200,0,0,0,0,0,0,0,0,0,10,6,75,1,0,5,13,2,3,2012,NE
